time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-05-24T12:54:53.686Z,-36.7199,-73.7256,18.033,4.1,mb,16,210,0.431,0.49,us,us7000k3g5,2023-06-08T04:51:12.040Z,"54 km W of Talcahuano, Chile",earthquake,5.95,6.531,0.302,3,reviewed,us,us
2023-05-24T03:42:57.570Z,-19.8,-69.2837,109.76,4.2,mb,30,82,0.156,0.78,us,us7000k3ec,2023-06-22T03:57:40.040Z,"55 km ENE of Huara, Chile",earthquake,6.05,3.121,0.167,10,reviewed,us,us
2023-05-24T03:14:28.665Z,-31.6553,-70.1567,113.664,4.2,mb,31,73,0.796,0.46,us,us7000k3e3,2023-06-10T01:30:22.040Z,"77 km E of Salamanca, Chile",earthquake,4.18,6.25,0.235,5,reviewed,us,us
2023-05-23T23:18:20.037Z,-36.7862,-73.7152,18.835,4.4,mb,36,125,0.423,0.63,us,us7000k3cp,2023-06-20T03:50:36.040Z,"53 km W of Talcahuano, Chile",earthquake,5.08,4.854,0.178,9,reviewed,us,us
2023-05-23T22:57:32.707Z,-36.7971,-73.7061,18.107,4.6,mww,65,150,0.417,0.41,us,us7000k3ck,2023-06-20T03:35:47.798Z,"53 km W of Talcahuano, Chile",earthquake,3.04,3.465,,,reviewed,us,guc
2023-05-23T21:01:57.686Z,-29.5951,-71.6585,51.472,4.2,mb,26,140,0.487,0.65,us,us7000k3c1,2023-06-20T02:42:52.040Z,"50 km NW of Coquimbo, Chile",earthquake,4.42,3.984,0.372,2,reviewed,us,us
2023-05-23T12:29:32.976Z,-36.7964,-73.65,22.512,4.5,mwr,63,146,0.372,0.38,us,us7000k38s,2023-06-21T08:16:13.040Z,"Near the coast of Bio-Bio, Chile",earthquake,5.88,4.938,0.052,35,reviewed,us,us
2023-05-23T09:43:59.501Z,-18.6224,-67.1094,249.135,4.4,mb,70,55,2.229,0.7,us,us7000k37x,2023-06-22T14:13:23.040Z,"28 km WSW of Totoral, Bolivia",earthquake,8.04,7.801,0.07,59,reviewed,us,us
2023-05-22T17:14:14.864Z,4.3829,-76.2681,120.179,4.5,mb,56,64,1.941,1.01,us,us6000kdxg,2023-06-22T12:45:14.040Z,"10 km WNW of Bolívar, Colombia",earthquake,7.28,6.095,0.056,94,reviewed,us,us
2023-05-22T08:39:48.121Z,-22.3925,-68.497,123.365,4.5,mb,70,40,0.63,0.98,us,us6000kduf,2023-05-29T05:20:06.040Z,"44 km E of Calama, Chile",earthquake,6.01,5.69,0.058,86,reviewed,us,us
2023-05-22T04:47:19.245Z,-21.2197,-68.7974,131.372,4,mb,17,88,0.667,0.7,us,us6000kdte,2023-06-19T03:47:51.040Z,"56 km W of Ollagüe, Chile",earthquake,6.83,7.173,0.232,5,reviewed,us,us
2023-05-22T00:05:44.276Z,-15.8244,-73.4754,76.511,4.3,mb,20,138,3.923,1,us,us6000kds8,2023-06-22T00:50:19.040Z,"",earthquake,8.94,7.166,0.177,9,reviewed,us,us
2023-05-21T19:19:27.492Z,6.0107,-73.62,129.645,4.2,mb,40,108,0.547,0.77,us,us7000k48g,2023-05-28T18:18:56.040Z,"northern Colombia",earthquake,5.12,6.793,0.102,27,reviewed,us,us
2023-05-21T18:39:37.665Z,0.1212,-77.4579,12.026,4.3,mb,18,62,0.131,0.61,us,us6000kdqa,2023-05-28T16:59:33.040Z,"61 km ESE of Pimampiro, Ecuador",earthquake,2.3,2.391,0.237,5,reviewed,us,us
2023-05-21T07:44:39.139Z,-2.717,-80.0599,54.961,4.5,mb,71,145,0.825,0.43,us,us6000kdkj,2023-06-16T11:29:42.832Z,"34 km NW of Baláo, Ecuador",earthquake,7.17,5.634,0.048,129,reviewed,us,us
2023-05-20T16:25:36.622Z,-17.6183,-70.3493,108.994,4.4,mb,26,153,0.748,0.64,us,us6000kdgt,2023-05-26T16:29:04.040Z,"19 km SW of Chipispaya, Peru",earthquake,8.03,5.217,0.126,18,reviewed,us,us
2023-05-20T07:16:16.143Z,-36.5182,-72.6502,57.248,4.2,mb,28,128,0.491,0.63,us,us6000kdev,2023-06-07T07:08:34.040Z,"28 km SSW of Quirihue, Chile",earthquake,7.11,8.312,0.176,9,reviewed,us,us
2023-05-20T07:10:14.666Z,-21.4257,-68.7271,111.25,4,mb,17,72,0.805,0.54,us,us6000kdet,2023-06-07T07:03:03.040Z,"53 km WSW of Ollagüe, Chile",earthquake,6.47,7.265,0.196,7,reviewed,us,us
2023-05-19T21:54:32.897Z,-24.3462,-67.0897,178.296,4.4,mwr,36,70,1.71,0.58,us,us6000kdau,2023-06-03T05:19:48.040Z,"79 km W of San Antonio de los Cobres, Argentina",earthquake,10.45,6.877,,,reviewed,us,guc
2023-05-19T19:38:23.025Z,-30.5972,-71.4654,64.648,4.6,mb,59,82,0.165,0.74,us,us6000kd9f,2023-06-10T20:54:34.040Z,"25 km W of Ovalle, Chile",earthquake,2.54,4.272,0.119,27,reviewed,us,us
2023-05-19T04:51:43.251Z,-22.127,-67.5797,210.138,4.5,mb,22,90,0.99,0.84,us,us6000kd1w,2023-06-09T00:25:23.040Z,"107 km NE of San Pedro de Atacama, Chile",earthquake,8.03,6.63,0.191,10,reviewed,us,us
2023-05-19T03:58:41.256Z,-20.3251,-69.0439,104.938,5,mb,43,62,0.668,0.77,us,us6000kd1l,2023-06-08T23:09:05.423Z,"64 km E of La Tirana, Chile",earthquake,4.53,3.457,0.082,49,reviewed,us,us
2023-05-19T03:00:22.231Z,-5.482,-79.8025,101.047,4.1,mb,18,174,1.939,0.7,us,us6000kd0r,2023-06-08T00:00:49.040Z,"24 km WSW of Canchaque, Peru",earthquake,12.52,12.126,0.175,9,reviewed,us,us
2023-05-18T11:11:38.881Z,-16.0097,-71.6197,132.643,4.3,mb,35,94,3.364,1.27,us,us6000kcsh,2023-06-15T05:12:43.040Z,"17 km W of Pucara, Peru",earthquake,9.03,4.549,0.122,19,reviewed,us,us
2023-05-18T08:34:28.173Z,-33.9593,-71.5539,42.993,3.3,ml,24,164,0.269,0.33,us,us6000kcrk,2023-05-18T14:07:36.038Z,"40 km S of San Antonio, Chile",earthquake,3.06,4.672,0.056,42,reviewed,us,us
2023-05-17T10:16:32.159Z,-31.8836,-66.8112,131.418,4.6,mb,67,80,1.631,0.83,us,us6000kchd,2023-05-28T10:49:27.519Z,"93 km NNW of Villa General Roca, Argentina",earthquake,8.61,8.419,0.111,24,reviewed,us,us
2023-05-17T03:49:07.696Z,-24.4318,-67.4834,196.384,4,mb,18,107,1.605,0.55,us,us6000kcg6,2023-05-31T20:44:58.040Z,"Chile-Argentina border region",earthquake,10.88,14.797,0.519,1,reviewed,us,us
2023-05-17T02:15:20.919Z,-15.6206,-72.3747,9.167,4,mb,21,131,3.356,0.84,us,us6000kcfu,2023-05-30T04:08:36.040Z,"12 km WNW of Ayo, Peru",earthquake,9.39,4.745,0.164,10,reviewed,us,us
2023-05-16T19:18:06.183Z,-22.5401,-67.8288,164.265,4.2,mwr,29,65,0.522,1.01,us,us6000kcd9,2023-06-07T19:11:04.040Z,"56 km NE of San Pedro de Atacama, Chile",earthquake,9.11,8.2,,,reviewed,us,guc
2023-05-16T11:52:54.134Z,-24.2136,-67.1261,171.45,4.4,mb,28,95,2.433,0.96,us,us6000kc9i,2023-05-22T15:40:03.040Z,"82 km W of San Antonio de los Cobres, Argentina",earthquake,9.74,8.079,0.134,16,reviewed,us,us
2023-05-16T00:53:38.369Z,-20.8379,-70.2842,27.062,4.1,mb,20,168,0.582,0.62,us,us6000kc6s,2023-05-24T02:21:19.890Z,"63 km SSW of La Tirana, Chile",earthquake,3.87,1.613,0.234,5,reviewed,us,us
2023-05-15T19:24:06.213Z,-20.0896,-69.0121,110.092,4.3,mwr,34,61,0.142,0.65,us,us6000kc4h,2023-05-23T15:40:35.040Z,"72 km ENE of La Tirana, Chile",earthquake,5.37,4.93,,,reviewed,us,guc
2023-05-15T10:15:56.614Z,-21.913,-68.8142,140.203,4.2,mb,26,47,0.882,0.85,us,us6000kc0b,2023-06-13T13:31:57.040Z,"Chile-Bolivia border region",earthquake,5.5,7.495,0.236,8,reviewed,us,us
2023-05-15T06:18:33.977Z,-36.8135,-73.7896,24.919,4.3,mb,34,125,0.485,0.47,us,us6000kbzb,2023-06-13T14:59:35.040Z,"Near the coast of Bio-Bio, Chile",earthquake,5.33,6.582,0.168,10,reviewed,us,us
2023-05-15T05:01:23.221Z,-16.1333,-73.5052,111.527,4.1,mb,24,141,3.753,0.35,us,us6000kd5u,2023-06-14T16:57:06.040Z,"Near the coast of southern Peru",earthquake,10.05,8.69,0.15,12,reviewed,us,us
2023-05-15T00:54:39.942Z,-31.9392,-69.2402,128.389,4.4,mb,33,130,0.615,0.86,us,us6000kbxu,2023-05-24T01:43:35.040Z,"64 km SW of Villa Basilio Nievas, Argentina",earthquake,6.18,7.306,0.24,5,reviewed,us,us
2023-05-14T21:55:18.004Z,-24.1163,-67.9877,131.852,4.3,mb,17,188,1.172,0.73,us,us6000kbx4,2023-05-24T00:59:48.040Z,"135 km S of San Pedro de Atacama, Chile",earthquake,7.91,9.759,0.237,5,reviewed,us,us
2023-05-14T21:17:11.509Z,-24.2573,-67.0547,222.286,4,mb,22,108,1.659,0.43,us,us6000kbwx,2023-05-24T00:19:36.040Z,"74 km W of San Antonio de los Cobres, Argentina",earthquake,11.58,8.433,0.299,3,reviewed,us,us
2023-05-14T16:43:09.036Z,6.8463,-73.0895,151.854,4.6,mb,50,43,0.948,0.67,us,us6000kbvy,2023-05-28T20:57:55.558Z,"northern Colombia",earthquake,7.13,6.073,0.032,300,reviewed,us,us
2023-05-14T06:04:17.791Z,4.0397,-73.7077,10,4.8,mb,97,131,1.007,0.6,us,us6000kbsg,2023-06-02T08:46:32.097Z,"8 km NE of Acacías, Colombia",earthquake,8.38,1.907,0.029,364,reviewed,us,us
2023-05-14T01:04:46.263Z,6.8341,-72.9826,155.214,4.2,mb,25,138,0.941,0.99,us,us6000kcvg,2023-05-19T00:36:10.040Z,"8 km N of Cepitá, Colombia",earthquake,9.61,7.177,0.152,13,reviewed,us,us
2023-05-13T18:59:37.367Z,-1.5139,-80.4564,49.223,4.5,mb,71,150,1.302,0.82,us,us6000kbqc,2023-06-06T19:10:39.040Z,"near the coast of Ecuador",earthquake,6.42,8.413,0.071,64,reviewed,us,us
2023-05-13T16:11:32.395Z,-21.4165,-67.287,171.241,4.3,mb,24,101,1.737,0.76,us,us6000kbpr,2023-05-19T18:38:29.040Z,"Potosi, Bolivia",earthquake,5.08,8.16,0.189,8,reviewed,us,us
2023-05-13T12:13:56.057Z,-5.6458,-81.0435,27.268,4.4,mb,16,192,2.3,0.67,us,us6000kcu1,2023-06-01T12:32:06.040Z,"26 km WSW of Sechura, Peru",earthquake,8.78,7.955,0.179,9,reviewed,us,us
2023-05-13T04:51:25.967Z,-38.0581,-73.6489,25.261,4.6,mwr,51,134,1.358,0.88,us,us6000kbmg,2023-06-20T19:57:04.040Z,"36 km SW of Cañete, Chile",earthquake,5.76,5.035,,,reviewed,us,guc
2023-05-12T18:19:01.076Z,-14.1917,-71.4568,12.686,4.3,mb,15,166,3.828,0.36,us,us6000kcjs,2023-06-03T14:27:16.040Z,"3 km SE of Tungasuca, Peru",earthquake,13.43,5.567,0.218,6,reviewed,us,us
2023-05-12T17:29:47.362Z,-14.237,-71.5182,10.973,4.5,mb,72,111,3.853,0.65,us,us6000kcjr,2023-06-02T18:44:40.040Z,"8 km W of Chignayhua, Peru",earthquake,7.56,2.762,0.071,61,reviewed,us,us
2023-05-12T14:51:54.775Z,-30.277,-71.3702,46.092,4.2,mb,31,119,0.375,0.6,us,us6000kbgl,2023-06-24T05:11:53.040Z,"36 km S of Coquimbo, Chile",earthquake,3.66,5.498,0.146,13,reviewed,us,us
2023-05-12T09:45:28.128Z,7.0383,-76.0563,50.008,4.7,mwr,154,60,0.992,0.45,us,us6000kbd5,2023-06-07T16:34:00.614Z,"16 km W of Peque, Colombia",earthquake,2.18,5.672,0.089,12,reviewed,us,us
2023-05-12T09:08:43.176Z,-16.3897,-72.9886,67.82,4.5,mb,90,140,3.204,0.46,us,us6000kbcv,2023-05-19T08:21:51.040Z,"36 km NW of El Cardo, Peru",earthquake,9.3,7.317,0.062,77,reviewed,us,us
2023-05-12T06:06:16.158Z,0.7544,-77.9505,10,4.5,mb,27,120,0.168,0.98,us,us6000kbbv,2023-05-24T10:04:35.040Z,"14 km N of El Ángel, Ecuador",earthquake,2.9,1.766,0.128,18,reviewed,us,us
2023-05-12T01:23:27.583Z,-17.629,-69.7512,162.551,4.3,mb,22,112,0.262,0.79,us,us6000kbad,2023-06-03T00:07:34.040Z,"Peru-Bolivia border region",earthquake,7.07,4.93,0.154,14,reviewed,us,us
2023-05-11T22:32:59.674Z,-22.2513,-70.1987,35,4.1,mb,19,150,0.46,0.65,us,us6000kb92,2023-06-23T00:30:29.040Z,"17 km S of Tocopilla, Chile",earthquake,3.62,1.979,0.262,4,reviewed,us,us
2023-05-11T16:52:57.546Z,-19.2642,-69.7768,87.62,4,mb,21,119,0.681,0.91,us,us6000kb6d,2023-06-07T22:12:14.040Z,"Tarapaca, Chile",earthquake,4.89,7.26,0.156,12,reviewed,us,us
2023-05-11T09:14:44.814Z,-20.47,-68.6672,113.892,4.2,mb,35,58,0.939,0.77,us,us6000kb29,2023-06-03T09:00:58.951Z,"",earthquake,5.96,2.829,0.147,13,reviewed,us,us
2023-05-10T19:45:48.679Z,-25.3931,-69.7335,74.804,4.3,mb,48,107,0.264,0.83,us,us6000kayg,2023-06-06T20:32:01.040Z,"",earthquake,8.43,3.009,0.306,3,reviewed,us,us
2023-05-09T23:39:40.334Z,-26.0898,-70.7297,77.792,4.1,mb,16,183,0.131,0.51,us,us6000karf,2023-05-14T22:37:26.040Z,"76 km WNW of Diego de Almagro, Chile",earthquake,6.03,2.857,0.262,4,reviewed,us,us
2023-05-09T11:27:51.043Z,-31.6836,-72.2798,27.345,4.3,mb,41,145,1.148,0.35,us,us6000kakm,2023-05-16T09:04:59.040Z,"105 km W of Illapel, Chile",earthquake,5.03,6.218,0.168,10,reviewed,us,us
2023-05-08T08:14:48.871Z,-45.5305,-78.0488,10,4.6,mb,19,157,3.222,0.63,us,us6000kac3,2023-05-15T08:36:38.040Z,"Off the coast of Aisen, Chile",earthquake,11.74,1.954,0.151,13,reviewed,us,us
2023-05-08T02:34:03.060Z,-28.7013,-71.3014,43.848,4.1,mwr,92,103,0.534,0.58,us,us6000kab3,2023-06-06T04:50:07.040Z,"54 km WSW of Vallenar, Chile",earthquake,4.48,4.285,0.042,55,reviewed,us,us
2023-05-08T00:51:55.882Z,-2.7506,-78.9272,90.32,5.2,mww,125,39,1.25,0.66,us,us6000kaam,2023-06-05T03:57:10.906Z,"8 km W of Azogues, Ecuador",earthquake,5.46,3.78,0.053,34,reviewed,us,us
2023-05-07T08:05:32.757Z,3.0134,-74.7041,182.956,4.3,mb,13,175,1.859,0.51,us,us6000ka69,2023-05-30T11:55:32.040Z,"41 km SSE of Colombia, Colombia",earthquake,5.12,11.796,0.308,3,reviewed,us,us
2023-05-07T07:30:23.697Z,-23.3501,-66.9013,238.119,4.4,mb,33,63,1.241,0.42,us,us6000ka66,2023-05-30T11:26:15.909Z,"112 km NNW of San Antonio de los Cobres, Argentina",earthquake,4.76,9.751,0.179,9,reviewed,us,us
2023-05-07T06:29:01.035Z,-25.3543,-70.5088,45.311,5.2,mwr,97,99,0.731,0.77,us,us6000ka60,2023-06-23T07:17:17.040Z,"6 km NNW of Taltal, Chile",earthquake,1.26,4.868,0.063,24,reviewed,us,us
2023-05-07T04:12:43.776Z,-22.4228,-68.741,111.647,4.4,mwr,37,65,0.74,0.64,us,us6000ka5c,2023-06-02T23:58:16.318Z,"19 km ENE of Calama, Chile",earthquake,5.57,5.125,,,reviewed,us,guc
2023-05-07T01:41:30.661Z,-15.5036,-70.7527,200.541,4.1,mb,30,83,2.407,1.44,us,us6000ka4m,2023-06-21T23:22:32.040Z,"26 km NW of Santa Lucía, Peru",earthquake,7.73,8.143,0.14,14,reviewed,us,us
2023-05-06T01:48:01.030Z,6.7608,-72.9894,153.56,4.4,mb,47,99,0.868,1.09,us,us6000k9y1,2023-05-31T20:55:47.040Z,"1 km WNW of Cepitá, Colombia",earthquake,7.81,7.896,0.082,43,reviewed,us,us
2023-05-05T18:34:52.103Z,6.8252,-73.0964,154.889,4.3,mb,22,105,0.927,0.61,us,us6000kavv,2023-05-29T21:51:16.040Z,"10 km N of Jordán, Colombia",earthquake,6.96,3.119,0.153,12,reviewed,us,us
2023-05-05T17:25:52.488Z,6.9456,-73.1785,143.778,4.3,mb,26,122,1.05,0.5,us,us6000kavr,2023-05-29T19:07:18.040Z,"",earthquake,7.25,10.965,0.126,18,reviewed,us,us
2023-05-05T04:00:13.653Z,-19.8583,-69.0041,111.543,4.5,mb,44,66,0.26,0.87,us,us6000k9lz,2023-05-20T23:47:03.912Z,"74 km SE of Camiña, Chile",earthquake,6.1,2.668,0.085,41,reviewed,us,us
2023-05-04T08:28:34.583Z,-33.7268,-70.587,92.069,4,mb,30,62,0.251,0.48,us,us6000k9f1,2023-05-27T11:59:59.040Z,"12 km S of Puente Alto, Chile",earthquake,3.71,4.116,0.3,4,reviewed,us,us
2023-05-04T04:48:35.164Z,-39.5085,-72.7094,83.717,4.4,mb,54,96,0.307,0.86,us,us6000k9e5,2023-06-08T02:15:02.040Z,"17 km SSW of Loncoche, Chile",earthquake,5.19,6.216,0.135,16,reviewed,us,us
2023-05-03T06:33:07.033Z,-22.187,-67.4428,202.916,4.2,mb,26,68,1.021,0.84,us,us7000jxps,2023-06-14T14:00:10.040Z,"111 km NE of San Pedro de Atacama, Chile",earthquake,8.56,4.347,0.237,5,reviewed,us,us
2023-05-03T02:12:28.269Z,9.3732,-78.541,79.43,5,mww,88,61,3.355,0.61,us,us7000jxn2,2023-06-01T02:16:55.442Z,"9 km SSE of Narganá, Panama",earthquake,6.65,4.852,0.049,40,reviewed,us,us
2023-05-03T02:11:11.792Z,-16.3605,-72.9385,65.832,5,mb,71,94,3.185,0.57,us,us7000jxn0,2023-06-08T00:55:44.040Z,"35 km NW of El Cardo, Peru",earthquake,8.83,5.307,0.07,69,reviewed,us,us
2023-05-02T21:21:36.630Z,-21.8275,-68.5709,126.334,4,mb,16,69,0.624,0.62,us,us7000jxl6,2023-05-28T22:03:55.040Z,"74 km SSW of Ollagüe, Chile",earthquake,4.71,5.827,0.3,3,reviewed,us,us
2023-05-02T15:11:59.222Z,-8.6296,-74.4185,156.906,4.5,mb,57,65,1.917,0.87,us,us7000jxi3,2023-05-09T20:44:08.040Z,"",earthquake,6.58,2.585,0.094,33,reviewed,us,us
2023-05-02T13:55:51.633Z,-28.9814,-71.7677,23.332,4.2,mwr,65,112,0.935,0.9,us,us7000jxhs,2023-06-07T16:41:38.040Z,"108 km WSW of Vallenar, Chile",earthquake,5.1,4.368,0.048,42,reviewed,us,us
2023-05-02T03:05:54.378Z,-32.463,-71.1009,53.042,4.4,mb,39,108,0.432,0.44,us,us7000jxg0,2023-06-07T23:12:21.040Z,"12 km E of La Ligua, Chile",earthquake,2.69,6.616,0.203,7,reviewed,us,us
2023-05-01T23:44:06.710Z,-17.4809,-70.0181,167.759,4.2,mb,18,109,0.525,0.21,us,us7000jxf9,2023-05-26T04:32:38.040Z,"1 km ESE of Tarata, Peru",earthquake,6.77,8.766,0.236,5,reviewed,us,us
2023-05-01T21:51:40.535Z,-24.3315,-67.4948,201.268,4.1,mb,19,115,1.51,0.57,us,us7000jxer,2023-05-28T00:07:06.040Z,"Chile-Argentina border region",earthquake,4.53,11.766,0.213,6,reviewed,us,us
2023-05-01T18:48:23.108Z,-19.3963,-68.1143,179.059,4.1,mb,31,68,1.054,1.26,us,us7000jxdr,2023-05-09T15:02:36.040Z,"56 km ESE of Colchane, Chile",earthquake,7.31,6.468,0.166,10,reviewed,us,us
2023-05-01T10:25:04.610Z,-21.3375,-68.6461,113.644,4.2,mb,31,63,0.838,1.23,us,us7000jxbs,2023-06-14T13:30:18.040Z,"42 km WSW of Ollagüe, Chile",earthquake,8.47,8.658,0.167,10,reviewed,us,us
2023-05-01T09:31:11.101Z,-7.3908,-74.6726,27.283,5.2,mb,91,47,1.98,0.65,us,us7000jxbl,2023-06-20T20:10:11.040Z,"38 km E of Contamana, Peru",earthquake,7.03,2.849,0.025,541,reviewed,us,us
2023-05-01T06:28:33.047Z,-16.1581,-73.2909,84.139,4.6,mb,50,144,3.575,0.84,us,us7000jxb5,2023-06-01T15:16:04.040Z,"19 km SW of Urasqui, Peru",earthquake,9.12,8.212,0.065,69,reviewed,us,us
2023-05-01T05:18:11.051Z,-6.0963,-81.4112,10,4.8,mww,129,133,2.864,0.59,us,us7000jxax,2023-06-01T16:38:56.040Z,"near the coast of northern Peru",earthquake,10.11,1.859,0.093,11,reviewed,us,us
2023-04-30T18:03:02.574Z,-20.7686,-67.7927,167.161,4.5,mb,40,62,1.42,0.69,us,us7000jx7y,2023-05-07T16:05:27.040Z,"69 km NE of Ollagüe, Chile",earthquake,9.48,7.78,0.093,34,reviewed,us,us
2023-04-30T16:39:10.059Z,-23.2117,-70.0517,62.995,4.3,mwr,18,128,0.67,1.14,us,us7000jx7g,2023-06-20T20:37:45.040Z,"42 km ESE of Mejillones, Chile",earthquake,5.24,6.532,,,reviewed,us,guc
2023-04-30T04:59:17.552Z,9.3074,-69.804,10,4.6,mb,65,67,0.913,0.89,us,us7000jx45,2023-05-20T22:36:56.040Z,"30 km NNW of Guanare, Venezuela",earthquake,3.69,1.829,0.089,38,reviewed,us,us
2023-04-30T03:33:52.995Z,-5.0489,-80.9211,32.689,4.4,mb,23,144,1.717,1.03,us,us7000jx3g,2023-06-07T22:57:13.040Z,"15 km SSE of La Huaca, Peru",earthquake,11.19,3.049,0.103,27,reviewed,us,us
2023-04-28T14:47:39.514Z,-20.998,-68.6517,121.272,4.4,mwr,34,66,0.782,0.62,us,us7000jwpe,2023-05-05T07:19:42.040Z,"48 km WNW of Ollagüe, Chile",earthquake,5.79,2.588,,,reviewed,us,guc
2023-04-28T00:28:26.805Z,-17.3322,-70.3293,170.951,4.3,mb,25,148,0.85,0.57,us,us7000jwfs,2023-05-05T04:43:36.040Z,"2 km SSW of Huanuara, Peru",earthquake,9.85,9.994,0.189,8,reviewed,us,us
2023-04-27T11:53:39.574Z,-19.3191,-67.3445,226.37,4.2,mb,31,54,1.779,1.23,us,us7000jw9l,2023-05-25T12:15:30.040Z,"76 km SW of Challapata, Bolivia",earthquake,6.54,7.134,0.167,10,reviewed,us,us
2023-04-27T06:07:13.429Z,-35.6137,-71.3001,85.853,5,mww,111,90,0.177,0.63,us,us7000jw73,2023-06-03T07:01:44.040Z,"13 km NE of Colbún, Chile",earthquake,7.22,4.958,0.068,21,reviewed,us,us
2023-04-26T12:57:50.155Z,-26.609,-70.9392,32.792,4.2,mb,17,185,0.552,0.53,us,us7000jw0l,2023-05-10T05:06:16.040Z,"Near the coast of Atacama, Chile",earthquake,5.2,8.47,0.373,2,reviewed,us,us
2023-04-26T03:16:21.429Z,0.7054,-78.0118,10,4.7,mb,75,64,0.225,0.66,us,us7000jvxx,2023-05-30T18:43:34.040Z,"12 km NW of El Ángel, Ecuador",earthquake,3.67,1.812,0.036,236,reviewed,us,us
2023-04-25T20:47:59.103Z,-17.6988,-69.4647,160.445,4.2,mb,19,109,0.11,0.84,us,us7000jvvv,2023-05-23T22:04:50.040Z,"Peru-Bolivia border region",earthquake,8.06,7.966,0.199,7,reviewed,us,us
2023-04-25T05:36:00.112Z,-2.8231,-79.8374,68.886,5.2,mww,95,83,0.756,0.72,us,us7000jvqd,2023-05-05T07:52:28.169Z,"10 km NNW of Baláo, Ecuador",earthquake,6.22,5.802,0.098,10,reviewed,us,us
2023-04-24T11:59:40.067Z,-33.8736,-72.0695,24.12,4.1,mwr,37,73,0.436,0.68,us,us6000k6re,2023-04-30T05:42:02.040Z,"Off the coast of Valparaiso, Chile",earthquake,3.44,4.448,0.043,52,reviewed,us,us
2023-04-24T08:45:10.705Z,-30.8024,-68.5585,111.388,4.3,mb,60,135,0.749,0.72,us,us6000k6qn,2023-05-07T17:37:14.669Z,"64 km SSE of San José de Jáchal, Argentina",earthquake,7.04,7.153,0.094,32,reviewed,us,us
2023-04-24T03:56:28.807Z,-33.6233,-72.0504,22.643,4.7,mwr,100,117,0.365,0.64,us,us6000k6pf,2023-05-22T22:57:50.673Z,"41 km W of San Antonio, Chile",earthquake,4.56,3.879,0.037,71,reviewed,us,us
2023-04-24T03:17:27.344Z,-31.8098,-69.5977,124.17,4.5,mb,40,52,0.822,0.73,us,us6000k6pa,2023-05-23T03:14:11.040Z,"55 km SSW of Calingasta, Argentina",earthquake,2.24,6.588,0.135,16,reviewed,us,us
2023-04-24T00:04:54.846Z,-24.3498,-67.1309,165.135,4.3,mb,34,55,1.691,0.72,us,us6000k6ma,2023-05-17T01:51:54.040Z,"83 km W of San Antonio de los Cobres, Argentina",earthquake,6.73,5.985,0.16,11,reviewed,us,us
2023-04-23T22:31:37.854Z,-27.1669,-70.174,97.134,4.2,mb,21,119,0.249,0.69,us,us6000k6lx,2023-05-15T05:23:21.040Z,"27 km NE of Copiapó, Chile",earthquake,4.79,4.598,0.2,7,reviewed,us,us
2023-04-23T11:38:53.438Z,-30.6523,-71.3359,51.06,4.3,mb,32,64,0.259,0.36,us,us6000k6jg,2023-05-01T05:18:56.040Z,"14 km WSW of Ovalle, Chile",earthquake,3.03,6.452,0.168,10,reviewed,us,us
2023-04-22T09:20:47.745Z,-28.6332,-71.1761,62.775,3.7,ml,23,180,0.436,0.61,us,us6000k6c5,2023-05-14T13:01:17.750Z,"Near the coast of Atacama, Chile",earthquake,5.28,5.24,0.056,42,reviewed,us,us
2023-04-21T23:10:40.876Z,-5.0803,-77.3303,37.683,5,mww,161,81,3.125,0.5,us,us6000k68a,2023-05-27T21:58:10.040Z,"77 km WSW of Barranca, Peru",earthquake,7.54,4.877,0.093,11,reviewed,us,us
2023-04-21T11:53:07.530Z,-22.7875,-68.713,123.234,4.1,mb,22,76,0.519,0.43,us,us6000k621,2023-04-29T08:42:05.040Z,"42 km SSE of Calama, Chile",earthquake,5.68,4.325,0.197,7,reviewed,us,us
2023-04-21T09:45:02.901Z,-32.0901,-71.8999,27.245,4.1,mb,32,137,0.954,0.75,us,us6000k5z3,2023-04-27T16:18:27.040Z,"74 km WNW of La Ligua, Chile",earthquake,4.83,6.424,0.26,4,reviewed,us,us
2023-04-21T04:18:03.749Z,-7.7514,-74.6623,158.919,4.5,mb,12,100,1.94,0.92,us,us7000jwbb,2023-04-27T21:19:32.040Z,"60 km SE of Contamana, Peru",earthquake,8.05,8.196,0.205,7,reviewed,us,us
2023-04-20T20:21:28.082Z,-28.9833,-71.6568,35,4.1,mb,22,193,0.838,0.74,us,us6000k5vh,2023-05-31T14:02:53.040Z,"Near the coast of Atacama, Chile",earthquake,6.5,2.011,0.371,2,reviewed,us,us
2023-04-20T17:13:15.230Z,-20.7547,-69.1342,94.745,4.4,mb,48,65,0.438,0.65,us,us6000k5tq,2023-04-27T14:28:45.786Z,"",earthquake,4.07,4.417,0.104,27,reviewed,us,us
2023-04-20T04:23:23.228Z,-30.9161,-71.5486,35,4.4,mb,39,98,0.253,0.6,us,us6000k5nl,2023-05-15T03:19:55.040Z,"48 km SW of Ovalle, Chile",earthquake,5.12,1.926,0.22,6,reviewed,us,us
