time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-04-19T15:10:41.000Z,6.9849,-72.0921,41.722,4.3,mb,27,84,1.466,0.6,us,us7000jw25,2023-04-27T03:06:18.040Z,"2 km SSE of Cubará, Colombia",earthquake,3.47,8.214,0.147,13,reviewed,us,us
2023-04-18T18:51:21.373Z,6.8783,-73.1335,152.061,4.2,mb,24,116,0.981,0.71,us,us6000k5cn,2023-05-27T17:58:21.040Z,"15 km SW of Piedecuesta, Colombia",earthquake,4.1,7.817,0.159,11,reviewed,us,us
2023-04-18T02:26:09.968Z,7.7707,-75.2532,69.279,4.1,mb,23,54,1.593,0.74,us,us7000jvtm,2023-05-28T23:05:13.040Z,"northern Colombia",earthquake,3.72,8.32,0.261,4,reviewed,us,us
2023-04-17T18:23:08.386Z,-21.9014,-68.5027,122.95,4,mb,21,60,0.695,0.6,us,us6000k54e,2023-05-31T13:56:06.040Z,"Chile-Bolivia border region",earthquake,7.17,8.039,0.3,3,reviewed,us,us
2023-04-16T00:06:52.113Z,-53.9727,-70.7564,10,4.1,mb,12,186,0.214,0.36,us,us6000k4tx,2023-05-27T20:58:51.040Z,"91 km S of Punta Arenas, Chile",earthquake,3,1.873,0.26,4,reviewed,us,us
2023-04-15T20:52:53.218Z,3.3662,-74.2162,10,4.5,mb,37,129,1.473,0.91,us,us6000k4sq,2023-06-17T21:36:57.040Z,"19 km W of Mesetas, Colombia",earthquake,8.17,1.922,0.076,51,reviewed,us,us
2023-04-15T12:35:16.859Z,-13.4785,-77.0904,21.348,4.5,mb,28,102,1.51,0.38,us,us6000k5zr,2023-06-17T21:37:03.040Z,"88 km WSW of San Vicente de Cañete, Peru",earthquake,12.49,5.605,0.09,36,reviewed,us,us
2023-04-15T03:50:57.952Z,2.2187,-79.0054,10,4.6,mb,50,74,0.933,0.98,us,us6000k4lx,2023-06-17T21:36:56.040Z,"43 km WNW of Salahonda, Colombia",earthquake,6.4,1.812,0.086,40,reviewed,us,us
2023-04-13T08:18:10.726Z,-20.547,-68.7842,103.554,4.5,mb,40,49,0.823,0.63,us,us6000k400,2023-06-17T21:36:50.040Z,"",earthquake,7.09,6.626,0.072,56,reviewed,us,us
2023-04-12T08:24:32.028Z,-21.9544,-68.7285,110.27,4.1,mb,30,73,1.081,0.83,us,us6000k3rv,2023-06-17T21:36:48.040Z,"59 km NNE of Calama, Chile",earthquake,5.93,7.03,0.166,10,reviewed,us,us
2023-04-12T06:16:08.924Z,-36.0751,-70.0888,179.503,4.2,mwr,44,89,1.122,0.6,us,us6000k3qv,2023-06-17T21:36:48.040Z,"84 km N of Barrancas, Argentina",earthquake,4.68,6.888,,,reviewed,us,guc
2023-04-12T05:26:47.164Z,-23.782,-66.8167,197.328,4.4,mwr,51,37,1.5,0.78,us,us6000k3qe,2023-06-17T21:36:47.040Z,"69 km NW of San Antonio de los Cobres, Argentina",earthquake,7.51,6.282,,,reviewed,us,guc
2023-04-11T16:19:14.055Z,-31.4234,-72.0023,27.091,4.4,mb,39,165,0.811,0.52,us,us6000k3j3,2023-06-17T21:36:46.040Z,"82 km WNW of Illapel, Chile",earthquake,7.18,5.671,0.268,4,reviewed,us,us
2023-04-11T16:09:34.115Z,-45.4627,-77.1153,10,4.4,mb,24,185,3.54,1.22,us,us6000k5b0,2023-06-17T21:37:00.040Z,"Off the coast of Aisen, Chile",earthquake,10.39,1.954,0.269,4,reviewed,us,us
2023-04-11T16:07:20.762Z,-21.1301,-68.6593,123.376,4.4,mb,29,88,0.778,0.89,us,us6000k3ic,2023-06-17T21:36:46.040Z,"43 km WNW of Ollagüe, Chile",earthquake,3.84,5.686,0.17,11,reviewed,us,us
2023-04-11T11:52:08.632Z,-24.0217,-69.0585,91.95,4.2,mb,36,80,1.235,0.76,us,us6000k3h9,2023-06-17T21:36:46.040Z,"142 km ESE of Antofagasta, Chile",earthquake,5.88,6.603,0.121,19,reviewed,us,us
2023-04-11T10:38:20.367Z,-3.6899,-81.0133,10,4.4,mb,31,160,0.955,0.72,us,us6000k3gz,2023-06-17T21:36:46.040Z,"37 km W of Zorritos, Peru",earthquake,4.18,1.857,0.112,23,reviewed,us,us
2023-04-11T10:35:35.041Z,-21.1141,-68.7791,123.327,4.2,mb,21,98,0.665,0.54,us,us6000k3gw,2023-06-17T21:36:46.040Z,"55 km WNW of Ollagüe, Chile",earthquake,5.03,5.046,0.167,10,reviewed,us,us
2023-04-11T08:22:35.877Z,-21.5124,-69.4401,68.451,4,mb,13,108,0.466,0.43,us,us6000k3g7,2023-06-17T21:36:45.040Z,"94 km NNE of María Elena, Chile",earthquake,4.87,4.88,0.3,3,reviewed,us,us
2023-04-10T10:54:41.370Z,-32.62,-70.8372,77.055,4.5,mwr,60,85,0.281,0.6,us,us6000k39b,2023-06-17T21:36:43.040Z,"17 km NW of San Felipe, Chile",earthquake,3.68,3.76,,,reviewed,us,guc
2023-04-10T08:33:24.093Z,-32.3575,-71.4309,53.23,4.1,mb,32,145,0.498,0.56,us,us6000k38q,2023-06-17T21:36:43.040Z,"21 km WNW of La Ligua, Chile",earthquake,3.8,5.304,0.213,6,reviewed,us,us
2023-04-10T04:54:20.941Z,-14.111,-73.5049,81.174,4.3,mb,39,122,3.877,1,us,us6000k37y,2023-06-17T21:36:42.040Z,"9 km SE of Umamarca, Peru",earthquake,9.06,8.998,0.094,32,reviewed,us,us
2023-04-09T05:24:33.798Z,-19.2863,-70.2687,46.698,4,mwr,17,171,0.913,0.18,us,us6000k2yu,2023-06-17T21:36:39.040Z,"16 km SW of Cuya, Chile",earthquake,4.08,13.614,0.068,21,reviewed,us,us
2023-04-08T23:36:32.751Z,-17.814,-69.7472,165.823,4.2,mb,18,123,0.339,0.68,us,us6000k2xf,2023-06-13T03:12:20.040Z,"Peru-Bolivia border region",earthquake,10.59,8.437,0.236,5,reviewed,us,us
2023-04-07T22:09:32.105Z,6.8355,-72.9739,152.736,4.4,mb,70,43,0.943,0.54,us,us6000k2ru,2023-06-13T03:12:28.040Z,"8 km N of Cepitá, Colombia",earthquake,7.85,5.295,0.05,118,reviewed,us,us
2023-04-07T10:03:21.270Z,-8.329,-80.6133,14.644,4.4,mb,28,127,4.781,0.76,us,us6000k43j,2023-06-13T03:12:33.040Z,"off the coast of northern Peru",earthquake,9.49,5.229,0.162,11,reviewed,us,us
2023-04-07T07:44:53.529Z,-20.7938,-69.7116,61.502,4.1,mb,7,124,0.325,0.19,us,us6000k2ly,2023-06-13T03:12:34.040Z,"51 km S of La Tirana, Chile",earthquake,4.2,4.692,0.368,2,reviewed,us,us
2023-04-07T04:10:51.693Z,8.9572,-76.3312,48.052,4.6,mb,41,99,1.471,0.7,us,us6000k2l9,2023-06-13T03:12:35.040Z,"7 km NNE of Los Córdobas, Colombia",earthquake,7.5,8.534,0.047,133,reviewed,us,us
2023-04-06T15:45:38.819Z,-27.4374,-71.1856,45.582,4.2,mb,23,169,0.743,1.16,us,us6000k2gx,2023-06-13T03:12:39.040Z,"84 km W of Copiapó, Chile",earthquake,6.57,6.948,0.263,4,reviewed,us,us
2023-04-06T03:28:10.381Z,-24.3354,-67.1564,177.267,4.2,mwr,33,74,1.666,0.71,us,us6000k2ad,2023-06-13T03:12:44.040Z,"86 km W of San Antonio de los Cobres, Argentina",earthquake,7.36,4.609,,,reviewed,us,guc
2023-04-05T23:24:43.321Z,-35.8336,-73.5659,10,4.2,mb,27,195,0.961,0.72,us,us6000k297,2023-06-13T03:12:46.040Z,"102 km NNW of Tomé, Chile",earthquake,6.27,1.896,0.235,5,reviewed,us,us
2023-04-05T21:04:20.147Z,-32.1161,-71.6255,37.626,4,mwr,36,134,0.557,0.77,us,us6000k28d,2023-06-13T03:12:47.040Z,"52 km NW of La Ligua, Chile",earthquake,1.73,7.212,0.051,37,reviewed,us,us
2023-04-05T18:17:37.841Z,-15.6281,-72.2058,10,4.4,mb,52,128,3.259,0.61,us,us6000k270,2023-06-13T03:12:49.040Z,"9 km NE of Ayo, Peru",earthquake,7.37,1.733,0.092,37,reviewed,us,us
2023-04-05T14:58:41.266Z,-37.8493,-73.7325,16.684,4.3,mwr,59,134,1.181,0.49,us,us6000k25y,2023-06-13T03:12:50.040Z,"Near the coast of Bio-Bio, Chile",earthquake,5.32,4.49,0.062,25,reviewed,us,us
2023-04-05T11:25:03.931Z,-4.5409,-75.5598,11.162,4.6,mb,53,108,3.902,0.69,us,us6000k24y,2023-06-13T03:12:52.040Z,"northern Peru",earthquake,9.94,4.68,0.085,42,reviewed,us,us
2023-04-05T06:19:29.085Z,-9.4023,-71.44,560.074,5.1,mb,128,36,2.08,0.63,us,us6000k22u,2023-06-13T03:12:54.040Z,"156 km SSW of Tarauacá, Brazil",earthquake,10.18,5.766,0.02,814,reviewed,us,us
2023-04-04T19:26:59.965Z,-27.3615,-71.0494,52.645,4.6,mb,28,139,0.618,0.76,us,us6000k1zu,2023-06-13T03:12:59.040Z,"Near the coast of Atacama, Chile",earthquake,5.54,7.676,0.206,9,reviewed,us,us
2023-04-04T19:08:46.919Z,-27.4327,-70.9617,53,5.9,mww,177,71,0.545,0.95,us,us6000k1zt,2023-06-13T03:13:00.040Z,"62 km W of Copiapó, Chile",earthquake,4.76,1.84,0.044,50,reviewed,us,us
2023-04-04T13:35:24.352Z,-3.1276,-75.7336,133.059,4.8,mb,125,58,2.807,0.89,us,us6000k1xe,2023-06-13T03:13:03.040Z,"86 km ENE of Alianza Cristiana, Peru",earthquake,7.48,3.918,0.033,292,reviewed,us,us
2023-04-04T04:59:21.968Z,-35.8893,-73.961,35.773,4.2,mb,24,217,1.059,0.65,us,us6000k21a,2023-06-13T03:13:07.040Z,"Off the coast of Maule, Chile",earthquake,7.34,16.523,0.264,4,reviewed,us,us
2023-04-04T03:48:01.950Z,-28.633,-71.251,35,4.4,mb,30,181,0.454,0.82,us,us6000k1v7,2023-06-13T03:13:08.040Z,"Near the coast of Atacama, Chile",earthquake,4.05,1.962,0.219,6,reviewed,us,us
2023-04-03T13:13:23.018Z,-9.4506,-75.6364,14.611,4.3,mb,18,117,2.786,0.61,us,us6000k1pj,2023-06-13T03:13:14.040Z,"43 km ESE of Tingo María, Peru",earthquake,9.07,4.661,0.201,7,reviewed,us,us
2023-04-02T13:17:49.659Z,-24.3926,-67.1175,171.668,4.5,mb,27,56,1.733,0.66,us,us6000k1hi,2023-06-13T03:13:26.040Z,"83 km WSW of San Antonio de los Cobres, Argentina",earthquake,8.37,8.489,0.18,9,reviewed,us,us
2023-04-02T12:32:42.774Z,-1.6175,-77.6591,177.187,4.5,mb,77,83,0.386,0.54,us,us6000k1hb,2023-06-13T03:13:26.040Z,"Ecuador",earthquake,4.18,4.426,0.039,198,reviewed,us,us
2023-04-02T01:37:46.881Z,-31.5822,-69.4116,118.027,4.6,mb,42,67,0.622,0.87,us,us6000k1f8,2023-06-13T03:13:30.040Z,"27 km S of Calingasta, Argentina",earthquake,4.85,5.847,0.165,11,reviewed,us,us
2023-04-01T15:35:03.444Z,6.8743,-73.063,153.178,4.3,mb,25,121,0.976,1.05,us,us6000k2d7,2023-06-03T22:06:21.040Z,"12 km S of Piedecuesta, Colombia",earthquake,8.66,7.999,0.16,11,reviewed,us,us
2023-04-01T12:26:20.937Z,-15.4073,-70.3131,213.334,4.7,mb,50,114,2.276,0.75,us,us6000k1cb,2023-06-03T22:06:16.040Z,"8 km SE of Lampa, Peru",earthquake,9.97,7.381,0.043,166,reviewed,us,us
2023-04-01T09:32:56.753Z,-16.6688,-69.7595,182.087,4.4,mb,28,105,0.954,0.61,us,us6000k1bt,2023-06-03T22:06:16.040Z,"9 km NNW of Mazo Cruz, Peru",earthquake,7.66,7.448,0.149,14,reviewed,us,us
2023-04-01T00:47:43.238Z,-20.8783,-70.4879,32.217,4.2,mb,27,155,0.691,0.41,us,us6000k19h,2023-06-03T22:06:15.040Z,"75 km SSW of La Tirana, Chile",earthquake,4.26,6.135,0.175,9,reviewed,us,us
2023-03-31T10:46:21.534Z,-24.7851,-70.0594,49.383,5.2,mww,139,97,0.351,0.61,us,us6000k138,2023-06-03T22:06:10.040Z,"81 km NNE of Taltal, Chile",earthquake,3.39,4.363,0.065,23,reviewed,us,us
2023-03-30T22:03:23.564Z,-35.7216,-73.5253,10,4.4,mwr,36,114,1.059,0.76,us,us6000k0zq,2023-06-03T22:06:09.040Z,"108 km NW of Quirihue, Chile",earthquake,4.25,1.935,0.045,47,reviewed,us,us
2023-03-30T19:55:02.918Z,-35.7016,-73.5558,10,4.2,mb,27,199,1.085,0.83,us,us6000k0ye,2023-06-03T22:06:09.040Z,"111 km WSW of Constitución, Chile",earthquake,4.08,1.916,0.374,2,reviewed,us,us
2023-03-30T18:26:36.661Z,-35.8611,-73.4676,25.526,4.3,mb,30,146,0.913,0.76,us,us6000k0xp,2023-06-03T22:06:08.040Z,"95 km WNW of Quirihue, Chile",earthquake,6.58,5.667,0.217,6,reviewed,us,us
2023-03-30T17:33:08.544Z,-35.6663,-73.4965,26,6.3,mww,151,52,1.107,0.56,us,us6000k0xf,2023-06-03T22:06:08.040Z,"105 km WSW of Constitución, Chile",earthquake,5.64,1.828,0.043,51,reviewed,us,us
2023-03-30T08:24:53.285Z,7.9236,-74.7887,62.519,4.5,mb,74,44,1.872,0.64,us,us6000k0u3,2023-06-03T22:06:07.040Z,"14 km N of San Carlos, Colombia",earthquake,6.12,6.601,0.042,164,reviewed,us,us
2023-03-29T06:38:58.556Z,-14.0592,-74.4879,92.18,4.6,mb,64,90,3.083,0.87,us,us6000k0hu,2023-06-03T22:06:04.040Z,"22 km SW of Sacsamarca, Peru",earthquake,8.08,5.858,0.078,49,reviewed,us,us
2023-03-28T17:13:40.874Z,12.6167,-70.9912,47.638,4.5,mb,154,54,1.336,0.59,us,us6000k0e4,2023-06-03T22:06:03.040Z,"near the coast of Venezuela",earthquake,7.87,6.413,0.04,188,reviewed,us,us
2023-03-27T22:08:57.857Z,6.8433,-73.0951,152.713,4.4,mb,53,71,0.945,0.64,us,us6000k059,2023-06-03T22:06:02.040Z,"12 km N of Jordán, Colombia",earthquake,3.13,6.878,0.091,35,reviewed,us,us
2023-03-27T20:13:14.239Z,-10.6029,-74.6239,123.341,4.5,mb,49,74,2.574,0.94,us,us6000k04g,2023-06-03T22:06:02.040Z,"45 km NE of Santa Rosa, Peru",earthquake,7.95,6.77,0.094,33,reviewed,us,us
2023-03-27T16:21:19.424Z,-44.0513,-81.8869,10,4.7,mb,49,89,7.258,0.74,us,us7000jn1d,2023-06-03T22:06:27.040Z,"West Chile Rise",earthquake,9.83,1.875,0.087,40,reviewed,us,us
2023-03-27T15:55:18.764Z,-26.6924,-71.4807,13.287,4.4,mb,31,174,0.959,0.59,us,us7000jn12,2023-06-03T22:06:27.040Z,"136 km WNW of Copiapó, Chile",earthquake,7.85,5.792,0.311,3,reviewed,us,us
2023-03-27T04:22:18.077Z,-24.3151,-67.2482,177.127,4.2,mb,23,85,1.603,0.69,us,us7000jmyk,2023-06-03T22:06:26.040Z,"Chile-Argentina border region",earthquake,8.23,9.364,0.215,6,reviewed,us,us
2023-03-26T23:00:41.400Z,6.8516,-73.1229,156.193,4.3,mb,29,67,0.954,0.88,us,us7000jmx9,2023-06-03T22:06:25.040Z,"13 km NNW of Jordán, Colombia",earthquake,7.08,3.882,0.201,7,reviewed,us,us
2023-03-26T22:17:10.652Z,-16.5308,-74.5664,10,4.4,mb,20,148,4.428,0.47,us,us7000jmx3,2023-06-03T22:06:25.040Z,"84 km SSW of Atiquipa, Peru",earthquake,6.19,1.879,0.202,7,reviewed,us,us
2023-03-26T17:26:41.413Z,-36.4913,-72.7481,45.215,4.7,mwr,137,45,0.438,0.72,us,us7000jmw0,2023-06-03T22:06:25.040Z,"23 km NE of Tomé, Chile",earthquake,2.99,3.86,0.053,34,reviewed,us,us
2023-03-26T11:39:01.246Z,-25.6937,-69.1858,8.427,5.1,mww,86,63,0.643,0.68,us,us7000jmuh,2023-06-03T22:06:25.040Z,"114 km NE of Diego de Almagro, Chile",earthquake,3.42,3.603,0.061,26,reviewed,us,us
2023-03-26T00:02:43.587Z,-21.0053,-68.6054,105.216,5.4,mww,163,29,0.825,0.56,us,us7000jmrf,2023-06-03T22:06:23.040Z,"161 km N of Calama, Chile",earthquake,4.97,1.526,0.047,43,reviewed,us,us
2023-03-25T16:27:07.571Z,-17.7866,-74.4844,10,4.4,mb,29,152,3.983,1.2,us,us7000jmpt,2023-05-26T21:54:20.040Z,"197 km SSW of Atico, Peru",earthquake,9.25,1.932,0.117,21,reviewed,us,us
2023-03-25T07:30:14.915Z,-22.9052,-68.7976,116.001,4.5,mwr,93,65,0.573,0.88,us,us7000jmn5,2023-05-26T21:54:19.040Z,"51 km SSE of Calama, Chile",earthquake,7.02,2.635,,,reviewed,us,guc
2023-03-24T06:13:23.735Z,-30.0612,-71.4064,67.433,4,mb,31,171,0.204,0.83,us,us7000jmcm,2023-05-26T21:54:15.040Z,"13 km SSW of Coquimbo, Chile",earthquake,5.9,7.791,0.26,4,reviewed,us,us
2023-03-23T21:24:11.575Z,-36.6925,-70.3526,159.043,4.5,mwr,68,45,0.741,0.72,us,us7000jm9s,2023-05-26T21:54:14.040Z,"41 km WNW of Barrancas, Argentina",earthquake,7.63,4.218,,,reviewed,us,guc
2023-03-23T06:08:23.059Z,-16.3222,-75.1779,10,4.2,mb,16,167,4.601,0.27,us,us7000jm4e,2023-05-26T21:54:13.040Z,"104 km WSW of Atiquipa, Peru",earthquake,10.31,1.675,0.187,8,reviewed,us,us
2023-03-23T05:43:54.886Z,-34.0791,-70.2668,118.525,4,mb,33,92,0.298,0.27,us,us7000jm46,2023-05-26T21:54:13.040Z,"37 km ENE of Machalí, Chile",earthquake,6.38,3.617,0.156,12,reviewed,us,us
2023-03-23T05:19:51.287Z,-18.2303,-73.3661,10,4,mb,23,151,2.876,0.43,us,us7000jm40,2023-05-26T21:54:13.040Z,"190 km SSW of Camaná, Peru",earthquake,8.43,1.949,0.184,8,reviewed,us,us
2023-03-22T15:38:37.068Z,-22.7534,-68.9833,110.577,4.4,mb,30,60,0.545,0.5,us,us7000jlxs,2023-05-26T21:54:12.040Z,"33 km S of Calama, Chile",earthquake,4.69,4.389,0.117,21,reviewed,us,us
2023-03-22T13:45:06.311Z,-11.4451,-73.2035,10,4.5,mb,70,142,3.724,0.46,us,us7000jlxd,2023-05-26T21:54:12.040Z,"central Peru",earthquake,11.65,1.912,0.072,57,reviewed,us,us
2023-03-21T17:38:13.470Z,-33.6108,-71.3399,60.008,5.6,mww,125,35,0.234,0.81,us,us7000jlpd,2023-05-26T21:54:10.040Z,"14 km NW of Melipilla, Chile",earthquake,3.07,2.851,0.089,12,reviewed,us,us
2023-03-21T01:42:24.117Z,-24.3377,-69.7809,71.113,3.8,ml,20,119,0.636,0.62,us,us7000jlka,2023-05-26T21:54:09.040Z,"98 km SE of Antofagasta, Chile",earthquake,5.23,2.727,0.066,30,reviewed,us,us
2023-03-21T01:24:51.219Z,-18.2272,-71.2929,37.083,4.1,mb,35,134,0.915,0.69,us,us7000jlk9,2023-05-26T21:54:09.040Z,"64 km S of Pacocha, Peru",earthquake,6.46,3.636,0.131,16,reviewed,us,us
2023-03-20T19:01:04.015Z,-16.063,-74.2812,35,4.4,mb,36,112,4.753,1.19,us,us7000jlhj,2023-05-26T21:54:08.040Z,"30 km SSE of Atiquipa, Peru",earthquake,8.28,1.891,0.11,24,reviewed,us,us
2023-03-20T13:39:54.492Z,-18.2849,-70.4781,79.629,4.3,mb,35,142,0.155,0.59,us,us7000jlf6,2023-05-26T21:54:08.040Z,"28 km NW of Arica, Chile",earthquake,7.04,2.539,0.116,21,reviewed,us,us
2023-03-19T17:42:00.076Z,11.6448,-72.3136,65.712,4.3,mb,38,68,0.319,0.47,us,us7000jlb3,2023-05-26T21:54:06.040Z,"9 km SW of Uribia, Colombia",earthquake,4.85,5.436,0.108,24,reviewed,us,us
2023-03-19T00:25:24.364Z,-28.1,-71.5544,27.583,4.1,mb,38,132,0.437,0.53,us,us7000jl62,2023-05-26T21:54:04.040Z,"94 km NW of Vallenar, Chile",earthquake,5.23,1.339,0.174,9,reviewed,us,us
2023-03-18T20:30:07.781Z,-23.0803,-68.8667,97.714,4.6,mwr,54,77,0.647,0.86,us,us7000jl58,2023-05-20T23:20:38.040Z,"69 km S of Calama, Chile",earthquake,5.14,3.945,,,reviewed,us,guc
2023-03-18T17:12:52.481Z,-2.7834,-79.8518,68,6.8,mww,308,23,0.664,0.92,us,us7000jl3s,2023-05-20T23:20:38.040Z,"14 km NNW of Baláo, Ecuador",earthquake,6.49,1.818,0.038,68,reviewed,us,us
2023-03-18T15:41:44.252Z,-33.3296,-68.4268,37.376,4.8,mww,38,47,1.607,0.9,us,us7000jl36,2023-05-20T23:20:37.040Z,"27 km S of San Martín, Argentina",earthquake,2.68,8.618,0.098,10,reviewed,us,us
2023-03-18T06:50:07.109Z,-19.7452,-66.9186,238.157,4.6,mb,37,62,2.145,0.91,us,us7000jl1c,2023-05-20T23:20:36.040Z,"61 km N of Colchani, Bolivia",earthquake,8.47,7.939,0.102,29,reviewed,us,us
2023-03-18T04:14:23.376Z,-36.0348,-73.6672,6.678,4,mb,29,200,0.809,0.6,us,us7000jl0p,2023-05-20T23:20:36.040Z,"90 km NW of Tomé, Chile",earthquake,5.93,7.483,0.259,4,reviewed,us,us
2023-03-18T03:41:47.202Z,-10.2347,-73.6782,60.86,4.4,mb,24,111,2.668,0.5,us,us7000jl0l,2023-05-20T23:20:35.040Z,"122 km NE of Puerto Ocopa, Peru",earthquake,7.27,6.235,0.149,14,reviewed,us,us
2023-03-17T19:19:23.934Z,-0.1877,-80.651,18.564,4.3,mb,36,138,0.824,0.94,us,us7000jkyh,2023-05-20T23:20:35.040Z,"",earthquake,5.25,4.866,0.116,21,reviewed,us,us
2023-03-17T08:46:25.232Z,-9.6758,-74.709,123.962,4.3,mb,14,96,3.109,0.99,us,us7000jks0,2023-05-20T23:20:31.040Z,"29 km E of Yuyapichis, Peru",earthquake,13.45,15.245,0.2,7,reviewed,us,us
2023-03-17T08:07:03.258Z,-18.4702,-71.3185,27.319,4.2,mb,15,138,0.932,1.17,us,us7000jkrt,2023-05-20T23:20:31.040Z,"91 km S of Pacocha, Peru",earthquake,8.62,6.806,0.235,5,reviewed,us,us
2023-03-16T14:03:55.857Z,5.3134,-77.5791,10,4.7,mb,41,62,2.218,0.99,us,us7000jkf1,2023-05-20T23:20:29.040Z,"46 km NNW of Pizarro, Colombia",earthquake,7.37,1.862,0.063,75,reviewed,us,us
2023-03-16T05:42:13.684Z,-24.1351,-67.4476,186.958,4.2,mb,20,105,1.355,0.28,us,us7000jlrs,2023-05-20T23:20:41.040Z,"115 km W of San Antonio de los Cobres, Argentina",earthquake,10.86,10.121,0.237,5,reviewed,us,us
2023-03-15T21:50:42.459Z,3.9045,-76.0855,177.822,4.5,mb,63,83,1.992,0.85,us,us7000jka7,2023-05-20T23:20:28.040Z,"18 km ESE of San Pedro, Colombia",earthquake,7.24,2.13,0.085,41,reviewed,us,us
2023-03-15T21:35:21.372Z,-24.3668,-70.8414,32.261,4,mwr,31,127,0.475,0.8,us,us7000jk9s,2023-05-20T23:20:28.040Z,"91 km SSW of Antofagasta, Chile",earthquake,4.99,5.031,0.056,31,reviewed,us,us
2023-03-15T16:59:07.887Z,-44.4409,-79.0222,10,4.6,mb,21,180,5.05,0.93,us,us7000jk59,2023-05-20T23:20:26.040Z,"Off the coast of Aisen, Chile",earthquake,9.67,1.945,0.165,11,reviewed,us,us
2023-03-15T11:46:13.358Z,5.4963,-77.6017,10,4.4,mb,19,134,2.174,1.01,us,us7000jk3n,2023-05-20T23:20:26.040Z,"43 km WSW of Nuquí, Colombia",earthquake,5.43,1.818,0.17,10,reviewed,us,us
2023-03-15T11:30:53.484Z,5.4355,-77.764,28.643,4.4,mb,21,116,2.347,0.6,us,us7000jlgv,2023-05-20T23:20:39.040Z,"62 km WSW of Nuquí, Colombia",earthquake,7.68,6.83,0.203,7,reviewed,us,us
2023-03-15T09:35:42.096Z,-28.3108,-70.5426,71.562,4.2,mb,14,80,0.48,0.23,us,us7000jk2y,2023-05-20T23:20:25.040Z,"Atacama, Chile",earthquake,3.05,7.364,0.373,2,reviewed,us,us
2023-03-14T20:55:44.209Z,-17.5274,-69.4513,169.435,4.5,mb,76,96,0.068,0.68,us,us7000jjxc,2023-05-20T23:20:24.040Z,"60 km E of Estique, Peru",earthquake,7.45,4.933,0.068,65,reviewed,us,us
2023-03-14T19:56:39.183Z,-38.3815,-75.2656,8,5.5,mww,166,35,2.071,0.84,us,us7000jjwt,2023-05-20T23:20:24.040Z,"165 km WSW of Lebu, Chile",earthquake,5.42,1.45,0.053,34,reviewed,us,us
2023-03-14T07:11:14.718Z,-26.9138,-71.2468,11.804,4.5,mb,34,116,0.909,0.65,us,us7000jjs2,2023-05-20T23:20:22.040Z,"103 km WNW of Copiapó, Chile",earthquake,3.71,4.154,0.205,7,reviewed,us,us
2023-03-14T05:06:59.998Z,6.8028,-72.9977,157.397,4.5,mb,62,38,0.908,0.65,us,us7000jjrd,2023-05-20T23:20:22.040Z,"5 km NNW of Cepitá, Colombia",earthquake,7.43,6.699,0.041,178,reviewed,us,us
2023-03-14T04:29:35.553Z,-15.1657,-75.849,10,4.4,mb,29,143,3.304,0.85,us,us7000jjr6,2023-05-20T23:20:22.040Z,"77 km WNW of San Juan, Peru",earthquake,11.47,1.673,0.13,17,reviewed,us,us
2023-03-13T22:50:44.530Z,-28.1851,-67.4981,128.604,5.2,mww,205,29,1.976,0.77,us,us7000jjnk,2023-05-20T23:20:21.040Z,"15 km SSE of Tinogasta, Argentina",earthquake,7.59,4.205,0.046,46,reviewed,us,us
2023-03-13T19:19:15.151Z,-17.6195,-70.3845,97.615,4.9,mww,77,72,0.748,0.74,us,us7000jjll,2023-05-20T23:20:20.040Z,"22 km SW of Chipispaya, Peru",earthquake,6.54,3.079,0.098,10,reviewed,us,us
2023-03-13T14:56:40.179Z,-15.1338,-75.9107,10,4.5,mb,39,107,3.256,0.82,us,us7000jjjf,2023-05-20T23:20:20.040Z,"84 km WNW of San Juan, Peru",earthquake,10.7,1.863,0.15,13,reviewed,us,us
2023-03-13T03:11:49.705Z,-3.8227,-76.5998,111.925,4.6,mb,157,35,2.717,0.64,us,us7000jjgg,2023-05-20T23:20:19.040Z,"42 km SSW of Alianza Cristiana, Peru",earthquake,7.99,5.123,0.049,125,reviewed,us,us
2023-03-12T20:26:44.696Z,6.8364,-73.0707,146.381,4.2,mb,49,118,0.938,0.83,us,us7000jjdu,2023-05-20T23:20:18.040Z,"11 km NNE of Jordán, Colombia",earthquake,7.92,8.125,0.098,29,reviewed,us,us
2023-03-12T18:29:47.390Z,-10.0589,-79.2898,28.478,4.5,mb,38,107,3.074,0.77,us,us7000jjd9,2023-05-20T23:20:18.040Z,"119 km WSW of Puerto Casma, Peru",earthquake,8.85,7.166,0.115,22,reviewed,us,us
2023-03-12T07:01:33.991Z,-24.3369,-67.401,216.652,4.3,mb,26,91,1.552,0.58,us,us7000jjar,2023-05-20T23:20:17.040Z,"",earthquake,6.06,8.648,0.188,9,reviewed,us,us
2023-03-11T21:12:00.955Z,5.3643,-77.6548,10,4.9,mb,196,97,2.269,0.68,us,us7000jj76,2023-05-15T02:49:08.040Z,"55 km NW of Pizarro, Colombia",earthquake,6.57,1.837,0.044,160,reviewed,us,us
