,Intensidad,Magnitud
2628,3.4,4.6
2629,3.4,4.8
2630,2.2,4.6
2631,2.7,4.9
2632,5.4,5.2
2633,3.1,4.8
2634,6.3,4.7
2635,1.0,4.2
2636,2.9,4.6
2637,3.4,3.8
2638,3.9,4.4
2639,5.3,4.8
2640,3.8,4.7
2641,4.1,4.6
2642,4.1,4.4
2643,2.2,4.2
2644,2.7,4.3
2645,5.4,6.0
2646,5.4,4.3
2647,3.1,4.3
2648,4.2,4.5
2649,6.3,6.0
2650,9.1,7.0
2651,5.2,4.7
2652,5.8,5.2
2653,7.9,6.2
2654,2.0,4.5
2655,2.0,4.5
2656,2.0,4.7
2657,5.0,5.3
2658,1.0,4.5
2659,1.0,4.5
2660,1.0,4.5
2661,1.0,4.5
2662,1.0,4.5
2663,1.0,4.5
2664,1.0,4.5
2665,1.0,4.5
2666,1.0,4.5
2667,1.0,4.3
2668,1.0,4.3
2669,1.0,4.3
2670,1.0,4.3
2671,1.0,4.3
2672,1.0,4.3
2673,1.0,4.3
2674,1.0,4.3
2675,1.0,4.3
2676,1.0,4.8
2677,1.0,4.8
2678,1.0,5.3
2679,1.0,5.3
2680,1.0,4.1
2681,1.0,4.1
2682,1.0,4.6
2683,1.0,4.6
2684,1.0,4.6
2685,1.0,4.6
2686,1.0,4.6
2687,1.0,4.4
2688,1.0,4.4
2689,1.0,4.4
2690,1.0,4.4
2691,1.0,4.4
2692,1.0,4.4
2693,1.0,4.2
2694,1.0,4.2
2695,1.0,4.2
2696,1.0,4.2
2697,1.0,4.7
2698,1.0,4.7
2699,1.0,4.7
2700,1.0,4.7
2701,3.4,4.5
2702,3.4,4.3
2703,3.4,4.3
2704,3.4,4.6
2705,3.4,5.7
2706,3.9,4.4
2707,4.3,4.6
2708,4.3,5.4
2709,3.3,4.4
2710,3.8,4.6
2711,3.8,5.1
2712,3.8,4.7
2713,4.1,4.8
2714,4.1,4.9
2715,4.1,4.9
2716,4.6,4.8
2717,4.6,4.6
2718,4.6,5.4
2719,5.6,4.9
2720,2.2,3.5
2721,2.7,4.6
2722,3.1,4.5
2723,3.1,4.5
2724,3.1,4.5
2725,3.1,5.5
2726,3.1,4.8
2727,3.1,4.8
2728,3.1,4.4
2729,4.2,5.5
2730,4.2,4.6
2731,2.0,4.6
2732,6.0,6.2
2733,1.0,4.0
2734,1.0,4.0
2735,1.0,4.5
2736,1.0,4.3
2737,1.0,4.3
2738,1.0,4.6
2739,1.0,4.6
2740,1.0,4.6
2741,1.0,5.1
2742,1.0,4.4
2743,1.0,4.4
2744,1.0,4.4
2745,1.0,4.4
2746,1.0,4.9
2747,1.0,4.2
2748,1.0,4.2
2749,1.0,4.7
2750,3.4,4.8
2751,3.4,5.3
2752,3.4,5.1
2753,3.4,5.1
2754,3.4,4.9
2755,3.9,5.6
2756,4.8,5.8
2757,4.8,5.4
2758,5.3,5.8
2759,3.8,5.0
2760,3.8,5.1
2761,3.8,5.1
2762,3.8,5.2
2763,4.1,5.3
2764,4.1,5.6
2765,4.1,5.2
2766,4.6,4.4
2767,5.6,5.4
2768,5.4,5.7
2769,3.1,4.8
2770,3.1,5.8
2771,3.1,4.6
2772,3.1,5.2
2773,3.1,4.8
2774,2.0,4.5
2775,1.0,4.3
2776,1.0,4.8
2777,1.0,4.6
2778,1.0,4.9
2779,1.0,4.2
2780,1.0,4.2
2781,3.8,5.9
2782,4.1,5.7
2783,7.0,6.0
2784,3.5,5.8
2785,2.8,6.3
2786,3.7,5.1
2787,7.0,6.2
2788,2.0,4.5
2789,2.0,4.5
2790,2.0,5.5
2791,2.0,4.3
2792,2.0,4.8
2793,2.0,4.1
2794,2.0,5.6
2795,2.0,4.9
2796,2.0,5.4
2797,2.0,4.2
2798,5.0,5.9
2799,6.0,5.9
2800,1.0,4.0
2801,1.0,4.0
2802,1.0,4.0
2803,1.0,4.0
2804,1.0,4.0
2805,1.0,4.0
2806,1.0,4.0
2807,1.0,4.0
2808,1.0,4.0
2809,1.0,4.0
2810,1.0,4.0
2811,1.0,4.5
2812,1.0,4.5
2813,1.0,4.5
2814,1.0,4.5
2815,1.0,4.5
2816,1.0,4.5
2817,1.0,4.5
2818,1.0,4.5
2819,1.0,5.0
2820,1.0,5.5
2821,1.0,4.3
2822,1.0,4.3
2823,1.0,4.3
2824,1.0,4.3
2825,1.0,4.3
2826,1.0,4.3
2827,1.0,4.3
2828,1.0,4.3
2829,1.0,4.3
2830,1.0,4.8
2831,1.0,4.8
2832,1.0,4.8
2833,1.0,4.1
2834,1.0,4.1
2835,1.0,4.1
2836,1.0,4.1
2837,1.0,4.1
2838,1.0,4.1
2839,1.0,4.1
2840,1.0,4.1
2841,1.0,4.1
2842,1.0,4.1
2843,1.0,4.1
2844,1.0,4.1
2845,1.0,4.6
2846,1.0,4.6
2847,1.0,4.6
2848,1.0,4.6
2849,1.0,4.6
2850,1.0,4.6
2851,1.0,4.6
2852,1.0,4.6
2853,1.0,4.4
2854,1.0,4.4
2855,1.0,4.4
2856,1.0,4.4
2857,1.0,4.4
2858,1.0,4.4
2859,1.0,4.9
2860,1.0,5.4
2861,1.0,4.2
2862,1.0,4.2
2863,1.0,4.2
2864,1.0,4.2
2865,1.0,4.2
2866,1.0,4.2
2867,1.0,4.2
2868,1.0,4.2
2869,1.0,4.2
2870,1.0,4.2
2871,1.0,4.7
2872,1.0,4.7
2873,1.0,4.7
2874,1.0,4.7
2875,1.0,5.6
2876,1.0,5.4
2877,3.4,4.8
2878,3.4,4.8
2879,3.4,4.6
2880,3.4,4.6
2881,3.4,6.1
2882,3.4,4.9
2883,5.3,6.5
2884,5.3,7.1
2885,3.8,4.5
2886,3.8,5.5
2887,3.8,4.8
2888,3.8,4.1
2889,4.1,5.5
2890,4.1,4.9
2891,4.1,4.7
2892,2.2,4.5
2893,2.2,4.5
2894,2.2,4.3
2895,2.2,3.3
2896,2.2,4.9
2897,2.2,4.2
2898,2.2,4.2
2899,2.2,5.7
2900,2.7,6.1
2901,3.1,4.5
2902,3.1,4.3
2903,3.1,4.3
2904,3.1,5.3
2905,3.1,4.1
2906,3.1,5.6
2907,3.1,4.9
2908,3.1,6.4
2909,3.1,5.1
2910,5.1,6.8
2911,5.8,4.4
2912,6.1,5.2
2913,2.0,4.5
2914,2.0,4.4
2915,2.0,4.4
2916,5.0,4.9
2917,5.0,4.9
2918,1.0,4.0
2919,1.0,4.0
2920,1.0,4.0
2921,1.0,4.5
2922,1.0,4.3
2923,1.0,4.3
2924,1.0,4.1
2925,1.0,4.1
2926,1.0,4.6
2927,1.0,4.6
2928,1.0,4.4
2929,1.0,4.4
2930,1.0,4.4
2931,1.0,4.2
2932,1.0,4.2
2933,1.0,4.2
2934,1.0,4.2
2935,1.0,4.2
2936,3.4,4.8
2937,3.4,5.4
2938,4.3,5.0
2939,4.8,5.9
2940,4.1,4.9
2941,2.2,4.5
2942,2.2,4.3
2943,2.7,4.0
2944,2.7,4.4
2945,2.7,5.7
2946,2.7,4.5
2947,5.4,5.3
2948,3.1,4.5
2949,3.1,5.9
2950,3.1,4.7
2951,3.1,4.7
2952,7.0,6.4
2953,4.1,5.8
2954,4.9,4.5
2955,3.7,5.0
2956,5.2,5.5
2957,5.7,5.5
2958,6.8,6.0
2959,5.2,6.0
2960,5.8,6.5
2961,5.5,5.3
2962,7.1,6.3
2963,8.5,7.3
2964,2.1,4.6
2965,4.9,4.6
2966,4.0,4.6
2967,5.9,5.1
2968,5.2,5.1
2969,7.3,5.1
2970,7.1,6.6
2971,6.8,5.4
2972,7.1,5.4
2973,7.3,5.9
2974,5.5,5.9
2975,8.6,6.9
2976,4.9,5.2
2977,5.2,5.7
2978,2.0,4.5
2979,2.0,4.5
2980,2.0,4.5
2981,2.0,4.5
2982,2.0,4.5
2983,2.0,4.3
2984,2.0,4.3
2985,2.0,5.3
2986,2.0,4.6
2987,2.0,4.6
2988,2.0,4.6
2989,2.0,4.6
2990,2.0,4.6
2991,2.0,4.6
2992,2.0,4.6
2993,2.0,4.6
2994,2.0,5.1
2995,2.0,4.4
2996,2.0,4.4
2997,2.0,4.9
2998,2.0,4.9
2999,2.0,4.9
3000,2.0,5.4
3001,2.0,5.4
3002,2.0,4.7
3003,2.0,5.7
3004,2.5,4.8
3005,5.0,5.5
3006,5.0,5.4
3007,5.0,5.2
3008,5.0,5.7
3009,6.0,5.5
3010,6.0,5.1
3011,6.0,5.6
3012,1.0,4.0
3013,1.0,4.0
3014,1.0,4.5
3015,1.0,4.5
3016,1.0,4.5
3017,1.0,4.5
3018,1.0,4.5
3019,1.0,4.5
3020,1.0,4.5
3021,1.0,4.5
3022,1.0,4.5
3023,1.0,4.5
3024,1.0,4.5
3025,1.0,4.5
3026,1.0,4.5
3027,1.0,4.3
3028,1.0,4.3
3029,1.0,4.3
3030,1.0,4.3
3031,1.0,4.3
3032,1.0,4.3
3033,1.0,4.3
3034,1.0,4.3
3035,1.0,4.3
3036,1.0,4.3
3037,1.0,4.3
3038,1.0,4.8
3039,1.0,4.8
3040,1.0,4.8
3041,1.0,4.1
3042,1.0,4.1
3043,1.0,4.1
3044,1.0,4.1
3045,1.0,4.1
3046,1.0,4.6
3047,1.0,4.6
3048,1.0,4.6
3049,1.0,4.6
3050,1.0,4.6
3051,1.0,4.6
3052,1.0,4.6
3053,1.0,4.6
3054,1.0,4.6
3055,1.0,4.4
3056,1.0,4.4
3057,1.0,4.4
3058,1.0,4.4
3059,1.0,4.4
3060,1.0,4.4
3061,1.0,4.4
3062,1.0,4.4
3063,1.0,4.4
3064,1.0,4.4
3065,1.0,4.4
3066,1.0,4.4
3067,1.0,4.4
3068,1.0,4.4
3069,1.0,4.4
3070,1.0,4.4
3071,1.0,4.4
3072,1.0,4.4
3073,1.0,4.4
3074,1.0,4.2
3075,1.0,4.2
3076,1.0,4.2
3077,1.0,4.2
3078,1.0,4.2
3079,1.0,4.2
3080,1.0,4.2
3081,1.0,4.2
3082,1.0,4.2
3083,1.0,4.2
3084,1.0,4.7
3085,1.0,4.7
3086,1.0,4.7
3087,1.0,4.7
3088,1.0,4.7
3089,1.0,4.7
3090,1.0,4.7
3091,1.0,4.7
3092,1.0,4.7
3093,1.0,4.7
3094,3.4,4.5
3095,3.4,4.5
3096,3.4,5.0
3097,3.4,5.0
3098,3.4,5.0
3099,3.4,5.3
3100,3.4,5.3
3101,3.4,4.6
3102,3.4,4.6
3103,3.4,5.1
3104,3.4,5.1
3105,3.4,5.1
3106,3.4,5.1
3107,3.4,4.9
3108,3.4,4.9
3109,3.4,4.9
3110,3.4,4.9
3111,3.4,5.9
3112,3.4,4.2
3113,3.4,4.7
3114,3.4,4.7
3115,3.4,4.7
3116,3.4,5.2
3117,3.4,5.2
3118,3.4,5.7
3119,3.9,5.2
3120,4.3,5.3
3121,4.3,5.3
3122,4.3,5.8
3123,4.3,5.1
3124,4.3,5.6
3125,4.3,5.6
3126,4.3,5.6
3127,4.3,6.1
3128,4.3,4.9
3129,4.3,5.4
3130,4.3,5.2
3131,4.8,5.0
3132,4.8,4.8
3133,4.8,5.3
3134,4.8,5.6
3135,4.8,6.1
3136,4.8,4.9
3137,4.8,5.2
3138,4.8,5.2
3139,5.3,5.0
3140,5.3,6.5
3141,5.3,5.1
3142,5.3,5.1
3143,5.3,5.6
3144,5.3,5.6
3145,5.3,4.7
3146,5.3,5.2
3147,3.3,4.8
3148,3.3,4.6
3149,3.3,4.6
3150,3.3,5.1
3151,3.8,5.0
3152,3.8,5.0
3153,3.8,5.0
3154,3.8,5.0
3155,3.8,5.0
3156,3.8,5.5
3157,3.8,5.5
3158,3.8,5.5
3159,3.8,4.3
3160,3.8,4.8
3161,3.8,4.8
3162,3.8,4.8
3163,3.8,5.3
3164,3.8,4.6
3165,3.8,4.6
3166,3.8,6.1
3167,3.8,4.9
3168,3.8,4.9
3169,3.8,4.9
3170,3.8,5.9
3171,3.8,4.7
3172,3.8,4.7
3173,3.8,4.7
3174,3.8,5.2
3175,4.1,5.0
3176,4.1,5.5
3177,4.1,5.3
3178,4.1,5.3
3179,4.1,5.8
3180,4.1,5.1
3181,4.1,4.9
3182,4.1,5.4
3183,4.1,5.4
3184,4.1,5.2
3185,4.1,5.2
3186,4.1,5.2
3187,4.1,5.2
3188,4.6,4.8
3189,4.6,5.1
3190,4.6,5.4
3191,4.6,5.9
3192,4.6,5.2
3193,4.6,5.2
3194,4.6,5.2
3195,5.6,5.8
3196,5.6,5.6
3197,5.6,5.2
3198,2.2,4.5
3199,2.2,5.0
3200,2.2,4.8
3201,2.2,5.3
3202,2.2,4.6
3203,2.2,4.6
3204,2.2,4.6
3205,2.2,4.6
3206,2.2,4.6
3207,2.2,4.6
3208,2.2,4.6
3209,2.2,4.6
3210,2.2,4.4
3211,2.2,4.4
3212,2.2,4.9
3213,2.2,4.9
3214,2.2,4.9
3215,2.2,4.7
3216,2.2,4.7
3217,2.2,4.7
3218,2.2,4.7
3219,2.2,4.7
3220,2.7,4.5
3221,2.7,4.5
3222,2.7,4.5
3223,2.7,4.5
3224,2.7,4.5
3225,2.7,5.0
3226,2.7,5.0
3227,2.7,5.0
3228,2.7,4.3
3229,2.7,4.3
3230,2.7,4.8
3231,2.7,4.8
3232,2.7,4.8
3233,2.7,4.8
3234,2.7,4.8
3235,2.7,4.8
3236,2.7,4.8
3237,2.7,4.8
3238,2.7,6.3
3239,2.7,4.6
3240,2.7,4.6
3241,2.7,4.6
3242,2.7,4.6
3243,2.7,5.1
3244,2.7,5.1
3245,2.7,5.1
3246,2.7,5.1
3247,2.7,5.1
3248,2.7,4.4
3249,2.7,4.4
3250,2.7,4.4
3251,2.7,4.4
3252,2.7,4.4
3253,2.7,4.4
3254,2.7,4.4
3255,2.7,4.9
3256,2.7,4.9
3257,2.7,4.9
3258,2.7,4.9
3259,2.7,4.2
3260,2.7,4.7
3261,2.7,4.7
3262,5.4,6.3
3263,5.4,5.9
3264,5.4,5.7
3265,5.4,5.7
3266,5.4,6.2
3267,3.1,4.5
3268,3.1,4.5
3269,3.1,4.5
3270,3.1,5.0
3271,3.1,5.0
3272,3.1,4.3
3273,3.1,4.3
3274,3.1,4.8
3275,3.1,4.8
3276,3.1,4.6
3277,3.1,4.6
3278,3.1,4.6
3279,3.1,4.6
3280,3.1,4.6
3281,3.1,5.1
3282,3.1,5.1
3283,3.1,6.1
3284,3.1,5.4
3285,3.1,5.4
3286,3.1,4.7
3287,3.1,4.7
3288,3.1,5.2
3289,3.6,6.0
3290,3.6,4.8
3291,3.6,5.3
3292,3.6,5.3
3293,3.6,4.9
3294,4.2,5.0
3295,3.4,4.6
3296,3.4,5.1
3297,6.7,6.0
3298,6.4,5.3
3299,2.0,5.1
3300,2.0,4.9
3301,2.0,4.7
3302,5.0,6.2
3303,1.0,4.0
3304,1.0,4.0
3305,1.0,4.0
3306,1.0,4.0
3307,1.0,4.0
3308,1.0,4.5
3309,1.0,4.5
3310,1.0,4.5
3311,1.0,4.5
3312,1.0,4.5
3313,1.0,4.5
3314,1.0,4.5
3315,1.0,4.5
3316,1.0,4.5
3317,1.0,4.5
3318,1.0,4.5
3319,1.0,4.5
3320,1.0,4.5
3321,1.0,4.5
3322,1.0,5.0
3323,1.0,5.0
3324,1.0,5.0
3325,1.0,4.3
3326,1.0,4.3
3327,1.0,4.3
3328,1.0,4.3
3329,1.0,4.3
3330,1.0,4.3
3331,1.0,4.3
3332,1.0,4.3
3333,1.0,4.3
3334,1.0,4.3
3335,1.0,4.3
3336,1.0,4.3
3337,1.0,4.3
3338,1.0,4.8
3339,1.0,4.8
3340,1.0,4.8
3341,1.0,4.1
3342,1.0,4.1
3343,1.0,4.1
3344,1.0,4.1
3345,1.0,4.1
3346,1.0,4.6
3347,1.0,4.6
3348,1.0,4.6
3349,1.0,4.6
3350,1.0,4.6
3351,1.0,4.6
3352,1.0,4.6
3353,1.0,4.6
3354,1.0,4.6
3355,1.0,5.1
3356,1.0,5.1
3357,1.0,5.1
3358,1.0,4.4
3359,1.0,4.4
3360,1.0,4.4
3361,1.0,4.4
3362,1.0,4.4
3363,1.0,4.4
3364,1.0,4.4
3365,1.0,4.4
3366,1.0,4.4
3367,1.0,4.4
3368,1.0,4.4
3369,1.0,4.4
3370,1.0,4.4
3371,1.0,4.9
3372,1.0,4.9
3373,1.0,4.9
3374,1.0,4.9
3375,1.0,4.9
3376,1.0,4.9
3377,1.0,4.2
3378,1.0,4.2
3379,1.0,4.2
3380,1.0,4.2
3381,1.0,4.2
3382,1.0,4.2
3383,1.0,4.2
3384,1.0,4.2
3385,1.0,4.7
3386,1.0,4.7
3387,1.0,4.7
3388,1.0,4.7
3389,1.0,4.7
3390,1.0,4.7
3391,1.0,4.7
3392,1.0,4.7
3393,1.0,4.7
3394,1.0,5.2
3395,1.0,5.2
3396,1.0,5.2
3397,4.3,4.5
3398,4.8,5.9
3399,4.8,6.7
3400,3.8,4.8
3401,3.8,5.3
3402,3.8,6.3
3403,3.8,5.7
3404,4.1,5.5
3405,4.6,4.5
3406,4.6,5.5
3407,4.6,6.6
3408,2.2,5.5
3409,2.2,5.5
3410,2.2,4.3
3411,2.2,5.3
3412,2.2,4.6
3413,2.2,4.7
3414,2.2,5.7
3415,2.7,5.0
3416,2.7,5.0
3417,2.7,5.3
3418,2.7,4.6
3419,2.7,5.1
3420,2.7,4.9
3421,3.1,4.8
3422,3.1,4.8
3423,3.1,4.6
3424,3.1,6.1
3425,5.7,5.2
3426,1.0,4.3
3427,1.0,4.6
3428,3.4,4.5
3429,3.4,4.6
3430,3.4,4.7
3431,4.3,4.6
3432,4.1,4.9
3433,2.2,4.7
3434,2.7,4.0
3435,0.0,4.5
3436,7.2,6.3
3437,2.0,4.5
3438,3.4,4.6
3439,2.7,4.5
3440,2.7,4.6
3441,2.7,4.6
3442,3.1,4.6
3443,4.0,4.5
3444,2.0,4.2
3445,2.0,4.7
3446,1.0,4.2
3447,4.3,4.5
3448,4.8,4.6
3449,4.8,4.4
3450,3.8,4.5
3451,3.8,4.6
3452,3.8,4.9
3453,4.1,4.5
3454,5.4,5.2
3455,3.1,4.6
3456,3.4,4.4
3457,3.4,4.7
3458,3.4,4.3
3459,3.4,2.7
3460,5.0,3.04
3461,3.4,2.6
3462,3.8,2.5
3463,4.1,2.6
3464,4.1,2.5
3465,4.6,2.8
3466,2.0,2.96
3467,2.0,2.6
3468,2.0,3.17
3469,2.0,2.85
3470,2.0,3.02
3471,2.5,2.53
3472,3.0,2.64
3473,1.0,2.8
3474,1.0,2.76
3475,2.9,2.77
3476,3.4,4.4
3477,3.4,3.24
3478,3.4,3.17
3479,3.4,2.69
3480,3.4,2.57
3481,3.4,3.44
3482,3.4,2.68
3483,3.4,3.19
3484,3.4,3.58
3485,3.4,3.78
3486,4.8,2.67
3487,3.3,2.97
3488,3.3,2.81
3489,3.8,2.66
3490,3.8,2.88
3491,3.8,2.85
3492,3.8,2.79
3493,3.8,2.66
3494,4.1,3.62
3495,4.1,2.6
3496,2.2,2.75
3497,2.2,2.96
3498,2.2,2.69
3499,2.7,2.69
3500,3.2,2.52
3501,2.6,2.87
3502,3.1,3.29
3503,3.1,2.92
3504,3.1,2.7
3505,3.1,2.82
3506,3.1,2.54
3507,3.1,2.54
3508,3.1,3.07
3509,3.6,3.53
3510,2.0,2.6
3511,2.0,2.5
3512,2.0,2.6
3513,2.0,2.8
3514,2.0,2.9
3515,2.0,2.5
3516,2.0,2.7
3517,2.0,2.7
3518,2.0,2.6
3519,2.0,2.5
3520,2.0,2.5
3521,2.0,2.6
3522,2.0,2.6
3523,2.0,2.7
3524,2.0,2.6
3525,2.0,2.5
3526,2.0,2.7
3527,2.0,2.5
3528,2.0,2.5
3529,2.0,2.7
3530,2.0,2.5
3531,2.0,3.1
3532,2.0,2.8
3533,2.0,2.8
3534,2.0,2.8
3535,2.0,2.7
3536,2.5,3.1
3537,2.5,3.0
3538,2.5,3.1
3539,2.5,2.7
3540,2.5,3.4
3541,3.0,3.3
3542,3.5,2.9
3543,1.0,2.7
3544,1.0,2.5
3545,1.0,2.6
3546,1.0,2.6
3547,1.0,2.6
3548,1.0,2.6
3549,1.0,2.5
3550,3.4,3.3
3551,3.4,3.6
3552,3.4,2.9
3553,3.4,3.4
3554,3.4,3.4
3555,3.4,3.3
3556,3.4,3.2
3557,3.4,3.2
3558,3.4,3.1
3559,3.9,4.0
3560,4.8,4.0
3561,2.3,3.0
3562,3.8,4.0
3563,3.8,3.7
3564,3.8,3.4
3565,3.8,3.8
3566,4.1,3.4
3567,4.1,2.7
3568,4.1,2.6
3569,4.1,3.0
3570,4.6,3.4
3571,5.6,3.7
3572,2.2,3.4
3573,2.2,3.1
3574,2.2,3.1
3575,2.2,3.4
3576,2.2,2.8
3577,2.2,2.7
3578,2.2,2.7
3579,2.2,2.5
3580,2.2,2.6
3581,2.2,2.7
3582,2.2,2.5
3583,2.2,2.5
3584,2.2,3.4
3585,2.2,2.6
3586,2.2,2.6
3587,2.2,2.8
3588,2.2,3.0
3589,2.2,2.7
3590,2.2,3.2
3591,2.2,3.1
3592,2.2,2.5
3593,2.2,2.8
3594,2.2,2.9
3595,2.2,3.0
3596,2.2,2.8
3597,2.2,3.2
3598,2.2,2.7
3599,2.2,3.0
3600,2.2,3.2
3601,2.2,2.6
3602,2.2,2.5
3603,2.2,2.9
3604,2.2,3.0
3605,2.2,2.6
3606,2.2,3.0
3607,2.2,3.0
3608,2.2,3.4
3609,2.7,3.1
3610,2.7,2.9
3611,2.7,2.7
3612,2.7,3.1
3613,2.7,2.8
3614,2.7,3.4
3615,2.7,3.0
3616,2.7,3.0
3617,2.7,2.8
3618,2.7,2.7
3619,2.7,2.6
3620,2.7,2.9
3621,2.7,3.1
3622,2.7,2.8
3623,2.7,2.6
3624,3.2,3.1
3625,3.2,3.1
3626,2.1,2.9
3627,3.1,3.3
3628,3.1,3.3
3629,3.1,2.6
3630,3.1,3.0
3631,3.1,2.5
3632,3.1,3.6
3633,3.1,3.0
3634,3.1,3.1
3635,3.1,3.3
3636,3.1,2.7
3637,3.1,3.4
3638,3.1,2.6
3639,3.1,2.7
3640,3.1,3.8
3641,3.1,2.7
3642,3.1,3.5
3643,3.1,3.0
3644,3.1,2.5
3645,3.1,2.8
3646,3.1,2.7
3647,3.1,3.2
3648,3.6,4.0
3649,3.6,3.57
3650,3.6,2.9
3651,4.2,3.0
3652,2.0,2.6
3653,4.5,2.8
3654,3.4,2.6
3655,3.4,3.0
3656,3.9,3.3
3657,4.1,2.6
3658,4.1,2.5
3659,5.6,2.6
3660,5.2,2.8
3661,0.0,2.9
3662,2.0,2.9
3663,2.0,3.6
3664,2.0,2.5
3665,2.0,2.6
3666,2.0,3.0
3667,2.0,2.5
3668,2.0,3.3
3669,2.0,3.6
3670,2.0,2.6
3671,2.0,2.9
3672,2.0,3.1
3673,2.0,3.7
3674,2.0,2.5
3675,2.0,2.8
3676,2.0,2.9
3677,2.0,2.5
3678,2.0,2.6
3679,2.0,2.9
3680,2.0,2.8
3681,2.0,2.8
3682,2.0,2.9
3683,2.0,3.2
3684,2.0,3.2
3685,2.0,2.7
3686,2.0,2.7
3687,2.0,2.9
3688,2.0,2.9
3689,2.0,2.8
3690,2.0,2.7
3691,2.0,3.3
3692,2.0,2.7
3693,2.0,2.9
3694,2.0,3.5
3695,2.0,2.5
3696,2.0,3.2
3697,2.0,2.5
3698,2.0,2.6
3699,2.0,2.5
3700,2.5,4.4
3701,3.0,2.9
3702,3.0,2.7
3703,3.5,3.2
3704,3.5,3.2
3705,4.0,2.8
3706,4.5,3.8
3707,4.5,3.1
3708,4.5,3.5
3709,5.0,3.8
3710,5.0,4.6
3711,5.0,2.8
3712,5.0,2.8
3713,1.0,3.0
3714,1.0,3.2
3715,1.0,2.6
3716,1.0,3.2
3717,1.0,2.9
3718,1.0,2.7
3719,1.0,3.3
3720,1.0,2.7
3721,1.0,2.5
3722,1.0,3.2
3723,1.0,2.6
3724,1.0,3.4
3725,1.0,3.2
3726,1.0,2.5
3727,1.0,2.5
3728,1.0,2.7
3729,1.0,3.1
3730,1.0,2.7
3731,1.0,3.4
3732,1.0,2.6
3733,1.0,2.8
3734,1.0,3.5
3735,1.0,2.9
3736,1.0,3.1
3737,1.0,2.5
3738,1.0,2.5
3739,1.0,2.5
3740,1.0,2.7
3741,1.0,2.8
3742,2.9,3.4
3743,2.9,2.6
3744,2.9,2.9
3745,3.4,3.2
3746,3.4,4.3
3747,3.4,2.6
3748,3.4,4.0
3749,3.4,3.9
3750,3.4,3.1
3751,3.4,3.2
3752,3.4,2.8
3753,3.4,4.5
3754,3.4,2.9
3755,3.4,2.6
3756,3.4,3.5
3757,3.4,3.2
3758,3.4,3.5
3759,3.4,4.0
3760,3.4,2.5
3761,3.4,2.7
3762,3.4,2.6
3763,3.9,3.4
3764,4.3,2.9
3765,4.3,3.3
3766,4.3,3.4
3767,4.3,3.7
3768,4.3,3.3
3769,4.3,2.9
3770,4.3,2.8
3771,4.3,2.7
3772,4.3,2.9
3773,4.3,2.7
3774,4.3,2.6
3775,4.3,2.5
3776,4.3,3.5
3777,4.3,2.5
3778,4.3,2.7
3779,5.3,4.0
3780,5.8,4.7
3781,6.3,5.4
3782,7.8,5.2
3783,3.3,4.7
3784,3.3,4.0
3785,3.3,2.5
3786,3.3,3.3
3787,3.8,2.7
3788,3.8,2.7
3789,3.8,3.6
3790,3.8,3.4
3791,3.8,4.3
3792,3.8,3.1
3793,3.8,2.9
3794,3.8,3.6
3795,3.8,2.8
3796,3.8,2.8
3797,3.8,3.2
3798,3.8,3.5
3799,3.8,3.3
3800,3.8,2.7
3801,3.8,3.6
3802,3.8,3.1
3803,3.8,2.6
3804,4.1,4.0
3805,4.1,2.5
3806,4.1,2.8
3807,4.1,4.3
3808,4.1,4.4
3809,4.1,3.2
3810,4.1,3.0
3811,4.1,3.6
3812,4.1,2.6
3813,4.1,3.7
3814,4.1,3.803475183
3815,4.1,4.1
3816,4.1,3.1
3817,4.1,3.4
3818,4.1,2.5
3819,4.6,2.7
3820,2.2,2.7
3821,2.2,3.4
3822,2.2,2.7
3823,2.2,2.9
3824,2.2,2.752444994
3825,2.2,3.1
3826,2.2,4.1
3827,2.2,2.9
3828,2.2,3.2
3829,2.2,3.3
3830,2.2,3.2
3831,2.2,3.1
3832,2.2,2.8
3833,2.2,3.5
3834,2.2,2.6
3835,2.2,2.8
3836,2.2,3.0
3837,2.2,2.6
3838,2.2,2.6
3839,2.2,2.6
3840,2.2,3.2
3841,2.2,4.093029702
3842,2.2,3.3
3843,2.2,3.9
3844,2.2,3.9
3845,2.2,3.0
3846,2.7,2.9
3847,2.7,4.1
3848,2.7,2.7
3849,2.7,3.0
3850,2.7,3.2
3851,2.7,3.4
3852,2.7,3.1
3853,2.7,4.0
3854,2.7,3.6
3855,2.7,2.5
3856,2.7,2.6
3857,2.7,3.2
3858,2.7,2.9
3859,2.7,2.9
3860,2.7,2.7
3861,2.7,2.7
3862,2.7,2.9
3863,2.7,2.9
3864,2.7,3.2
3865,2.7,3.8
3866,2.7,3.8
3867,3.2,2.7
3868,3.2,2.7
3869,3.2,2.6
3870,3.7,3.0
3871,3.7,3.1
3872,3.7,2.8
3873,4.9,3.3
3874,4.9,2.6
3875,4.9,2.6
3876,4.9,3.8
3877,5.4,3.0
3878,3.1,3.4
3879,3.1,3.7
3880,3.1,2.7
3881,3.1,2.8
3882,3.1,2.7
3883,3.1,3.0
3884,3.1,3.1
3885,3.1,3.2
3886,3.1,2.5
3887,3.1,2.7
3888,3.1,3.4
3889,3.1,3.2
3890,3.1,2.6
3891,3.1,3.1
3892,3.1,2.8
3893,3.1,3.0
3894,3.1,3.0
3895,3.1,3.3
3896,3.1,3.4
3897,3.1,2.5
3898,3.1,2.5
