,Intensidad,Magnitud
1357,2.9,6.1
1358,2.9,4.4
1359,3.4,4.5
1360,3.4,5.0
1361,3.4,5.0
1362,3.4,5.0
1363,3.4,5.0
1364,3.4,6.0
1365,3.4,6.0
1366,3.4,4.8
1367,3.4,4.8
1368,3.4,6.3
1369,3.4,5.1
1370,3.4,5.6
1371,3.4,6.1
1372,3.4,4.4
1373,3.4,4.9
1374,3.4,4.9
1375,3.4,5.4
1376,3.4,5.9
1377,3.4,4.2
1378,3.4,4.7
1379,3.4,6.2
1380,3.9,5.0
1381,3.9,5.3
1382,4.3,6.0
1383,4.3,5.3
1384,4.3,5.1
1385,4.3,5.6
1386,4.3,5.6
1387,4.3,5.7
1388,4.8,5.6
1389,5.3,5.5
1390,5.3,5.5
1391,5.3,7.0
1392,5.3,5.1
1393,5.3,6.1
1394,5.3,6.1
1395,3.3,6.0
1396,3.3,4.3
1397,3.3,5.3
1398,3.3,5.6
1399,3.3,5.4
1400,3.8,6.0
1401,3.8,5.8
1402,3.8,4.9
1403,3.8,4.7
1404,3.8,5.2
1405,3.8,5.2
1406,3.8,5.2
1407,4.1,5.5
1408,4.1,5.5
1409,4.1,4.8
1410,4.1,4.8
1411,4.1,4.8
1412,4.1,5.4
1413,4.1,5.4
1414,4.1,5.2
1415,4.1,5.2
1416,4.1,5.2
1417,4.6,5.9
1418,2.2,4.5
1419,2.2,5.0
1420,2.2,5.0
1421,2.2,5.5
1422,2.2,6.0
1423,2.2,4.8
1424,2.2,5.3
1425,2.2,5.8
1426,2.2,4.6
1427,2.2,4.6
1428,2.2,4.4
1429,2.2,4.9
1430,2.2,4.9
1431,2.2,4.9
1432,2.2,4.9
1433,2.2,4.7
1434,2.7,4.5
1435,2.7,5.0
1436,2.7,5.0
1437,2.7,5.5
1438,2.7,6.0
1439,2.7,4.3
1440,2.7,4.3
1441,2.7,4.8
1442,2.7,4.8
1443,2.7,4.8
1444,2.7,4.8
1445,2.7,5.8
1446,2.7,4.6
1447,2.7,4.6
1448,2.7,4.6
1449,2.7,4.6
1450,2.7,4.6
1451,2.7,5.1
1452,2.7,4.4
1453,2.7,4.4
1454,2.7,4.4
1455,2.7,4.9
1456,2.7,4.9
1457,2.7,6.4
1458,2.7,4.7
1459,2.7,4.7
1460,2.7,4.7
1461,2.7,4.4
1462,5.4,6.3
1463,5.4,7.3
1464,5.4,6.1
1465,5.4,6.7
1466,3.1,4.5
1467,3.1,5.0
1468,3.1,5.0
1469,3.1,5.0
1470,3.1,4.8
1471,3.1,4.8
1472,3.1,4.8
1473,3.1,4.8
1474,3.1,5.8
1475,3.1,4.6
1476,3.1,4.6
1477,3.1,4.6
1478,3.1,5.1
1479,3.1,5.4
1480,3.1,5.4
1481,3.1,5.9
1482,3.6,4.8
1483,4.2,5.3
1484,4.2,4.9
1485,4.2,5.7
1486,3.8,4.8
1487,3.1,4.5
1488,3.1,4.4
1489,3.6,4.3
1490,3.6,4.8
1491,2.0,4.0
1492,1.0,4.1
1493,1.0,4.6
1494,4.3,4.4
1495,3.8,4.4
1496,3.1,3.4
1497,3.1,3.8
1498,3.6,3.4
1499,4.2,4.3
1500,4.2,4.4
1501,7.9,5.5
1502,3.4,3.7
1503,3.8,4.2
1504,4.1,3.9
1505,4.1,4.6
1506,2.7,2.7
1507,1.0,4.4
1508,2.9,3.2
1509,3.4,4.8
1510,3.3,4.4
1511,3.8,4.0
1512,4.1,5.0
1513,4.1,4.8
1514,2.7,4.1
1515,3.1,3.4
1516,3.1,4.6
1517,3.1,4.2
1518,4.2,5.5
1519,2.6,4.8
1520,3.7,5.3
1521,5.5,6.1
1522,3.2,4.2
1523,3.7,5.2
1524,2.0,5.0
1525,2.0,4.3
1526,2.0,4.6
1527,2.0,4.6
1528,2.0,5.2
1529,2.5,4.8
1530,2.5,4.8
1531,2.5,4.8
1532,2.5,4.6
1533,2.5,5.1
1534,6.0,5.4
1535,1.0,4.0
1536,1.0,4.0
1537,1.0,4.5
1538,1.0,4.5
1539,1.0,4.5
1540,1.0,4.3
1541,1.0,4.3
1542,1.0,4.3
1543,1.0,4.3
1544,1.0,4.3
1545,1.0,4.8
1546,1.0,4.1
1547,1.0,4.1
1548,1.0,4.1
1549,1.0,4.1
1550,1.0,4.1
1551,1.0,4.6
1552,1.0,4.6
1553,1.0,4.6
1554,1.0,4.4
1555,1.0,4.4
1556,1.0,4.4
1557,1.0,4.4
1558,1.0,4.4
1559,1.0,4.4
1560,1.0,4.2
1561,1.0,4.2
1562,1.0,4.2
1563,2.9,4.7
1564,3.4,4.4
1565,3.4,4.7
1566,3.4,5.2
1567,3.4,5.7
1568,3.4,5.9
1569,4.8,5.3
1570,5.3,6.3
1571,5.3,6.3
1572,5.3,5.9
1573,3.3,5.4
1574,3.3,4.7
1575,3.8,5.8
1576,3.8,5.2
1577,4.1,4.6
1578,4.1,4.7
1579,4.6,4.6
1580,4.6,5.1
1581,5.6,5.5
1582,2.2,4.5
1583,2.2,4.1
1584,2.2,4.4
1585,2.2,4.7
1586,2.7,4.0
1587,2.7,4.5
1588,2.7,4.5
1589,2.7,4.8
1590,2.7,4.8
1591,2.7,4.8
1592,2.7,4.6
1593,2.7,4.6
1594,2.7,4.9
1595,2.7,4.9
1596,2.7,4.2
1597,2.7,4.7
1598,5.4,5.5
1599,3.1,4.5
1600,3.1,4.5
1601,3.1,4.3
1602,3.1,4.3
1603,3.1,4.6
1604,3.1,4.6
1605,3.1,4.9
1606,3.1,4.2
1607,3.1,4.7
1608,3.1,5.2
1609,3.1,5.7
1610,3.6,4.8
1611,4.2,4.5
1612,2.4,4.5
1613,3.7,4.5
1614,8.1,6.0
1615,4.0,6.0
1616,7.3,7.0
1617,2.8,4.8
1618,7.2,5.3
1619,5.8,5.3
1620,9.1,9.1
1621,9.1,7.1
1622,7.8,7.1
1623,0.0,4.4
1624,6.1,4.4
1625,3.5,6.4
1626,3.5,4.7
1627,5.5,5.2
1628,2.0,4.5
1629,2.0,5.5
1630,2.0,4.8
1631,2.0,4.8
1632,2.0,4.6
1633,2.0,4.6
1634,2.0,4.6
1635,2.0,4.6
1636,2.0,4.4
1637,2.0,4.9
1638,5.0,5.5
1639,5.0,5.5
1640,5.0,6.2
1641,6.0,7.1
1642,1.0,4.0
1643,1.0,4.5
1644,1.0,4.5
1645,1.0,4.5
1646,1.0,4.5
1647,1.0,4.5
1648,1.0,4.5
1649,1.0,4.5
1650,1.0,4.5
1651,1.0,4.5
1652,1.0,4.5
1653,1.0,4.5
1654,1.0,4.5
1655,1.0,4.5
1656,1.0,4.5
1657,1.0,5.0
1658,1.0,4.3
1659,1.0,4.3
1660,1.0,4.3
1661,1.0,4.3
1662,1.0,4.8
1663,1.0,4.8
1664,1.0,5.3
1665,1.0,4.1
1666,1.0,4.1
1667,1.0,4.1
1668,1.0,4.1
1669,1.0,4.1
1670,1.0,4.1
1671,1.0,4.6
1672,1.0,4.6
1673,1.0,4.6
1674,1.0,4.6
1675,1.0,4.6
1676,1.0,4.6
1677,1.0,4.6
1678,1.0,4.6
1679,1.0,4.6
1680,1.0,4.6
1681,1.0,4.4
1682,1.0,4.4
1683,1.0,4.4
1684,1.0,4.4
1685,1.0,4.4
1686,1.0,4.9
1687,1.0,4.9
1688,1.0,5.4
1689,1.0,4.2
1690,1.0,4.2
1691,1.0,4.2
1692,1.0,4.2
1693,1.0,4.7
1694,2.9,5.1
1695,2.9,4.7
1696,3.4,5.0
1697,3.4,5.0
1698,3.4,5.0
1699,3.4,4.8
1700,3.4,4.6
1701,3.4,4.6
1702,3.4,5.6
1703,3.4,4.4
1704,3.4,4.9
1705,3.4,5.9
1706,3.4,5.2
1707,4.3,4.9
1708,4.3,4.7
1709,4.8,5.0
1710,4.8,5.3
1711,4.8,5.3
1712,4.8,5.6
1713,4.8,4.4
1714,4.8,6.2
1715,5.3,7.0
1716,3.3,6.1
1717,3.3,4.9
1718,3.8,4.5
1719,3.8,4.5
1720,3.8,5.0
1721,3.8,5.5
1722,3.8,4.8
1723,3.8,4.8
1724,3.8,4.8
1725,3.8,5.1
1726,3.8,4.4
1727,3.8,4.7
1728,4.1,4.8
1729,4.1,4.8
1730,4.1,4.9
1731,4.1,4.7
1732,4.1,5.7
1733,4.1,5.7
1734,4.6,5.0
1735,4.6,5.1
1736,4.6,4.2
1737,4.6,5.2
1738,5.6,5.9
1739,2.2,4.6
1740,2.2,4.6
1741,2.2,4.6
1742,2.2,4.4
1743,2.2,4.4
1744,2.2,4.9
1745,2.2,5.2
1746,2.7,4.5
1747,2.7,4.5
1748,2.7,4.6
1749,2.7,4.6
1750,2.7,4.6
1751,2.7,4.6
1752,2.7,5.1
1753,2.7,5.1
1754,2.7,4.4
1755,2.7,4.4
1756,2.7,4.9
1757,2.7,4.7
1758,2.7,4.7
1759,5.4,5.8
1760,5.4,5.6
1761,5.4,6.1
1762,3.1,4.5
1763,3.1,4.5
1764,3.1,5.0
1765,3.1,4.8
1766,3.1,4.6
1767,3.1,5.1
1768,3.1,5.1
1769,3.1,5.6
1770,3.1,6.1
1771,3.1,4.4
1772,3.1,4.9
1773,3.1,4.9
1774,3.1,4.9
1775,3.1,4.7
1776,3.1,4.7
1777,3.6,5.1
1778,3.6,4.9
1779,4.2,4.5
1780,4.2,5.2
1781,6.2,5.0
1782,5.9,5.1
1783,5.5,4.9
1784,6.9,5.2
1785,8.5,6.2
1786,2.0,4.4
1787,1.0,4.5
1788,1.0,4.5
1789,1.0,4.3
1790,1.0,4.6
1791,1.0,4.6
1792,1.0,4.6
1793,1.0,4.6
1794,1.0,4.2
1795,1.0,4.2
1796,1.0,4.2
1797,3.4,4.6
1798,3.4,5.2
1799,3.9,4.8
1800,4.3,4.6
1801,4.3,5.1
1802,3.8,5.1
1803,4.1,4.7
1804,4.6,5.1
1805,2.2,5.3
1806,2.7,4.6
1807,2.7,4.4
1808,2.7,4.2
1809,3.1,4.8
1810,3.4,5.2
1811,2.8,3.7
1812,2.0,3.8
1813,2.5,4.4
1814,4.1,4.7
1815,4.2,4.1
1816,2.4,4.0
1817,3.0,4.5
1818,3.0,4.5
1819,5.2,4.5
1820,4.0,5.0
1821,6.4,5.5
1822,6.3,4.8
1823,4.5,4.8
1824,6.5,5.3
1825,4.0,4.6
1826,6.1,4.6
1827,6.2,5.1
1828,6.7,5.6
1829,4.0,4.4
1830,2.8,4.4
1831,5.7,5.4
1832,7.5,5.9
1833,7.6,7.9
1834,3.0,4.2
1835,5.5,4.7
1836,4.7,4.7
1837,6.1,5.2
1838,6.2,5.2
1839,5.5,5.2
1840,6.5,5.7
1841,2.0,4.3
1842,2.0,4.6
1843,2.0,4.6
1844,2.0,4.4
1845,2.0,4.4
1846,5.0,4.5
1847,5.0,5.0
1848,5.0,5.0
1849,5.0,5.0
1850,5.0,5.0
1851,5.0,5.0
1852,5.0,5.5
1853,5.0,4.4
1854,5.0,5.4
1855,5.0,4.7
1856,5.0,5.2
1857,6.0,5.5
1858,6.0,4.8
1859,6.0,4.7
1860,1.0,4.5
1861,1.0,4.5
1862,1.0,4.5
1863,1.0,4.5
1864,1.0,4.5
1865,1.0,3.9
1866,1.0,4.3
1867,1.0,4.3
1868,1.0,4.3
1869,1.0,4.3
1870,1.0,4.3
1871,1.0,4.3
1872,1.0,4.3
1873,1.0,4.3
1874,1.0,4.3
1875,1.0,4.3
1876,1.0,4.1
1877,1.0,4.6
1878,1.0,4.6
1879,1.0,4.4
1880,1.0,4.4
1881,1.0,4.4
1882,1.0,4.4
1883,1.0,4.4
1884,1.0,4.4
1885,1.0,4.4
1886,1.0,4.4
1887,1.0,4.4
1888,1.0,4.4
1889,1.0,4.4
1890,1.0,4.2
1891,1.0,4.2
1892,1.0,4.2
1893,1.0,4.2
1894,1.0,4.2
1895,1.0,4.7
1896,1.0,4.7
1897,2.9,4.5
1898,2.9,4.3
1899,2.9,4.8
1900,2.9,4.8
1901,2.9,3.8
1902,2.9,4.6
1903,2.9,4.2
1904,3.4,4.5
1905,3.4,4.5
1906,3.4,4.3
1907,3.4,4.8
1908,3.4,4.8
1909,3.4,4.8
1910,3.4,4.1
1911,3.4,4.6
1912,3.4,4.6
1913,3.4,4.6
1914,3.4,4.6
1915,3.4,4.6
1916,3.4,3.7
1917,3.4,4.4
1918,3.4,4.4
1919,3.4,4.4
1920,3.4,4.4
1921,3.4,4.9
1922,3.4,4.9
1923,3.4,4.2
1924,3.4,4.7
1925,3.4,4.7
1926,3.4,5.2
1927,3.9,4.6
1928,4.3,4.5
1929,4.3,4.5
1930,4.3,4.5
1931,4.3,5.0
1932,4.3,5.0
1933,4.3,4.3
1934,4.3,4.8
1935,4.3,5.8
1936,4.3,4.6
1937,4.3,4.6
1938,4.3,5.1
1939,4.3,5.4
1940,4.3,4.7
1941,4.3,4.7
1942,4.8,5.0
1943,4.8,4.8
1944,4.8,4.6
1945,4.8,4.9
1946,4.8,4.9
1947,4.8,4.2
1948,4.8,4.7
1949,4.8,5.7
1950,5.3,4.5
1951,5.3,5.0
1952,5.3,5.0
1953,5.3,5.0
1954,5.3,5.0
1955,5.3,5.0
1956,5.3,4.8
1957,5.3,4.6
1958,5.3,4.6
1959,5.3,4.7
1960,5.3,5.2
1961,3.3,4.5
1962,3.3,4.6
1963,3.8,4.5
1964,3.8,4.5
1965,3.8,4.3
1966,3.8,4.8
1967,3.8,4.6
1968,3.8,4.6
1969,3.8,4.6
1970,3.8,4.6
1971,3.8,4.4
1972,3.8,4.4
1973,3.8,4.9
1974,3.8,4.9
1975,3.8,4.9
1976,3.8,5.4
1977,3.8,4.7
1978,3.8,4.7
1979,3.8,4.7
1980,4.1,4.0
1981,4.1,4.5
1982,4.1,4.5
1983,4.1,5.0
1984,4.1,4.3
1985,4.1,4.8
1986,4.1,5.1
1987,4.1,4.4
1988,4.1,4.9
1989,4.1,4.7
1990,4.6,4.5
1991,4.6,4.5
1992,4.6,4.8
1993,4.6,4.6
1994,4.6,4.6
1995,4.6,4.6
1996,4.6,5.1
1997,4.6,4.9
1998,5.6,5.0
1999,5.6,5.3
2000,5.6,5.1
2001,5.6,5.1
2002,5.6,4.9
2003,2.2,4.5
2004,2.2,4.3
2005,2.2,4.3
2006,2.2,4.3
2007,2.2,4.1
2008,2.2,4.1
2009,2.2,4.6
2010,2.2,4.6
2011,2.2,3.2
2012,2.2,4.4
2013,2.2,4.9
2014,2.2,4.2
2015,2.2,4.7
2016,2.2,4.4
2017,2.7,4.5
2018,2.7,4.5
2019,2.7,4.5
2020,2.7,4.5
2021,2.7,4.5
2022,2.7,5.0
2023,2.7,5.0
2024,2.7,3.4
2025,2.7,3.9
2026,2.7,4.3
2027,2.7,4.3
2028,2.7,4.1
2029,2.7,4.6
2030,2.7,4.6
2031,2.7,4.6
2032,2.7,4.6
2033,2.7,4.4
2034,2.7,4.4
2035,2.7,4.4
2036,2.7,4.4
2037,2.7,4.4
2038,2.7,4.4
2039,2.7,4.9
2040,2.7,4.2
2041,2.7,4.2
2042,2.7,4.2
2043,2.7,4.2
2044,2.7,4.7
2045,2.7,4.7
2046,5.4,5.0
2047,5.4,5.0
2048,5.4,5.0
2049,5.4,5.0
2050,5.4,5.3
2051,5.4,5.3
2052,5.4,4.4
2053,5.4,4.9
2054,5.4,4.9
2055,5.4,5.4
2056,5.4,4.7
2057,5.4,4.7
2058,5.4,4.7
2059,3.1,4.5
2060,3.1,4.5
2061,3.1,4.5
2062,3.1,4.5
2063,3.1,4.5
2064,3.1,4.5
2065,3.1,5.0
2066,3.1,4.3
2067,3.1,4.3
2068,3.1,4.3
2069,3.1,4.3
2070,3.1,4.3
2071,3.1,4.3
2072,3.1,4.3
2073,3.1,4.8
2074,3.1,4.8
2075,3.1,4.1
2076,3.1,4.1
2077,3.1,4.6
2078,3.1,4.6
2079,3.1,4.6
2080,3.1,4.6
2081,3.1,4.6
2082,3.1,4.4
2083,3.1,4.4
2084,3.1,4.4
2085,3.1,4.4
2086,3.1,4.4
2087,3.1,4.4
2088,3.1,4.9
2089,3.1,4.9
2090,3.1,4.2
2091,3.1,4.2
2092,3.1,4.2
2093,3.1,4.2
2094,3.1,4.7
2095,3.1,5.7
2096,3.6,4.5
2097,3.6,5.5
2098,3.6,4.7
2099,4.2,4.5
2100,4.2,4.3
2101,4.2,4.6
2102,4.2,4.6
2103,7.9,6.6
2104,2.0,4.4
2105,1.0,4.5
2106,1.0,4.8
2107,1.0,4.6
2108,1.0,4.6
2109,1.0,4.9
2110,1.0,4.2
2111,3.4,4.6
2112,4.3,5.4
2113,4.8,4.3
2114,4.1,5.7
2115,4.6,4.4
2116,2.2,4.5
2117,2.2,5.1
2118,3.1,4.4
2119,3.2,4.5
2120,6.1,5.1
2121,6.3,5.4
2122,6.0,4.5
2123,6.0,5.1
2124,1.0,4.3
2125,1.0,4.4
2126,1.0,4.2
2127,3.4,4.5
2128,3.4,4.5
2129,3.4,4.6
2130,3.4,4.6
2131,4.3,4.8
2132,4.3,4.6
2133,4.3,4.7
2134,4.8,4.1
2135,4.8,4.6
2136,4.8,4.6
2137,4.8,4.7
2138,5.3,4.9
2139,5.3,4.9
2140,5.3,4.9
2141,3.8,4.5
2142,3.8,4.5
2143,3.8,4.8
2144,3.8,4.7
2145,4.1,4.3
2146,4.1,4.6
2147,4.1,4.6
2148,4.6,5.0
2149,4.6,4.8
2150,4.6,4.4
2151,4.6,4.7
2152,2.7,4.2
2153,3.1,4.5
2154,3.1,4.5
2155,3.1,3.8
2156,3.1,4.6
2157,5.7,5.7
2158,3.4,4.6
2159,3.4,4.7
2160,3.1,4.9
2161,2.6,4.8
2162,6.8,5.2
2163,2.5,4.3
2164,6.0,5.8
2165,1.0,4.6
2166,3.4,4.4
2167,3.9,4.6
2168,5.3,5.5
2169,5.3,5.1
2170,3.8,4.7
2171,4.6,4.2
2172,2.2,4.5
2173,2.2,4.5
2174,2.2,4.4
2175,2.7,4.5
2176,3.1,4.5
2177,3.1,4.3
2178,3.1,4.4
2179,3.1,4.4
2180,3.6,4.7
2181,7.5,6.2
2182,1.0,4.3
2183,3.4,4.6
2184,2.6,4.5
2185,8.1,5.0
2186,0.0,5.0
2187,3.7,5.0
2188,3.7,5.5
2189,7.7,6.0
2190,4.9,4.3
2191,0.0,4.3
2192,3.2,4.8
2193,5.7,5.3
2194,3.5,5.3
2195,3.0,5.8
2196,7.7,5.1
2197,5.1,5.1
2198,2.4,5.1
2199,3.5,6.1
2200,8.1,6.6
2201,2.6,4.9
2202,2.8,4.9
2203,0.0,5.4
2204,6.4,5.9
2205,6.3,6.9
2206,5.8,5.2
2207,3.7,5.2
2208,3.2,5.7
2209,5.2,6.2
2210,4.5,7.2
2211,6.4,6.2
2212,2.0,4.0
2213,2.0,5.0
2214,2.0,5.3
2215,2.0,5.3
2216,2.0,4.6
2217,2.0,5.1
2218,2.0,5.6
2219,2.0,4.4
2220,2.0,4.4
2221,2.0,4.9
2222,2.0,4.9
2223,2.0,4.9
2224,2.0,4.9
2225,2.0,4.3
2226,2.5,5.5
2227,2.5,4.6
2228,2.5,4.9
2229,2.5,4.7
2230,5.0,6.1
2231,5.0,4.9
2232,5.0,5.9
2233,5.0,6.2
2234,1.0,4.0
2235,1.0,4.0
2236,1.0,4.0
2237,1.0,4.0
2238,1.0,4.0
2239,1.0,4.0
2240,1.0,4.0
2241,1.0,4.0
2242,1.0,4.0
2243,1.0,4.0
2244,1.0,4.0
2245,1.0,4.0
2246,1.0,4.0
2247,1.0,4.5
2248,1.0,4.5
2249,1.0,4.5
2250,1.0,4.5
2251,1.0,4.5
2252,1.0,4.5
2253,1.0,4.5
2254,1.0,4.5
2255,1.0,4.5
2256,1.0,4.5
2257,1.0,4.5
2258,1.0,4.5
2259,1.0,4.5
2260,1.0,4.5
2261,1.0,4.5
2262,1.0,4.5
2263,1.0,4.5
2264,1.0,4.5
2265,1.0,4.5
2266,1.0,4.5
2267,1.0,4.5
2268,1.0,4.5
2269,1.0,4.5
2270,1.0,4.5
2271,1.0,5.0
2272,1.0,5.0
2273,1.0,5.0
2274,1.0,5.0
2275,1.0,5.0
2276,1.0,5.0
2277,1.0,5.0
2278,1.0,5.0
2279,1.0,5.0
2280,1.0,5.0
2281,1.0,4.3
2282,1.0,4.3
2283,1.0,4.3
2284,1.0,4.3
2285,1.0,4.3
2286,1.0,4.3
2287,1.0,4.3
2288,1.0,4.3
2289,1.0,4.3
2290,1.0,4.3
2291,1.0,4.3
2292,1.0,4.3
2293,1.0,4.3
2294,1.0,4.3
2295,1.0,4.3
2296,1.0,4.3
2297,1.0,4.3
2298,1.0,4.3
2299,1.0,4.3
2300,1.0,4.3
2301,1.0,4.3
2302,1.0,4.3
2303,1.0,4.3
2304,1.0,4.3
2305,1.0,4.3
2306,1.0,4.3
2307,1.0,4.8
2308,1.0,4.8
2309,1.0,4.8
2310,1.0,4.8
2311,1.0,4.8
2312,1.0,4.8
2313,1.0,4.8
2314,1.0,4.8
2315,1.0,4.8
2316,1.0,4.8
2317,1.0,4.8
2318,1.0,4.8
2319,1.0,5.3
2320,1.0,5.3
2321,1.0,5.3
2322,1.0,5.3
2323,1.0,4.1
2324,1.0,4.1
2325,1.0,4.1
2326,1.0,4.1
2327,1.0,4.1
2328,1.0,4.1
2329,1.0,4.1
2330,1.0,4.1
2331,1.0,4.1
2332,1.0,4.1
2333,1.0,4.1
2334,1.0,4.1
2335,1.0,4.1
2336,1.0,4.1
2337,1.0,4.1
2338,1.0,4.1
2339,1.0,4.1
2340,1.0,4.1
2341,1.0,4.1
2342,1.0,4.1
2343,1.0,4.1
2344,1.0,4.1
2345,1.0,4.1
2346,1.0,4.1
2347,1.0,4.1
2348,1.0,4.6
2349,1.0,4.6
2350,1.0,4.6
2351,1.0,4.6
2352,1.0,4.6
2353,1.0,4.6
2354,1.0,4.6
2355,1.0,4.6
2356,1.0,4.6
2357,1.0,4.6
2358,1.0,4.6
2359,1.0,4.6
2360,1.0,4.6
2361,1.0,4.6
2362,1.0,4.6
2363,1.0,4.6
2364,1.0,4.6
2365,1.0,4.6
2366,1.0,4.6
2367,1.0,4.6
2368,1.0,4.6
2369,1.0,4.6
2370,1.0,4.6
2371,1.0,4.6
2372,1.0,5.1
2373,1.0,5.1
2374,1.0,5.1
2375,1.0,4.4
2376,1.0,4.4
2377,1.0,4.4
2378,1.0,4.4
2379,1.0,4.4
2380,1.0,4.4
2381,1.0,4.4
2382,1.0,4.4
2383,1.0,4.4
2384,1.0,4.4
2385,1.0,4.4
2386,1.0,4.4
2387,1.0,4.4
2388,1.0,4.4
2389,1.0,4.4
2390,1.0,4.4
2391,1.0,4.4
2392,1.0,4.4
2393,1.0,4.4
2394,1.0,4.4
2395,1.0,4.4
2396,1.0,4.4
2397,1.0,4.4
2398,1.0,4.4
2399,1.0,4.4
2400,1.0,4.4
2401,1.0,4.4
2402,1.0,4.4
2403,1.0,4.4
2404,1.0,4.4
2405,1.0,4.9
2406,1.0,4.9
2407,1.0,4.9
2408,1.0,4.9
2409,1.0,4.9
2410,1.0,4.9
2411,1.0,4.9
2412,1.0,4.9
2413,1.0,5.4
2414,1.0,4.2
2415,1.0,4.2
2416,1.0,4.2
2417,1.0,4.2
2418,1.0,4.2
2419,1.0,4.2
2420,1.0,4.2
2421,1.0,4.2
2422,1.0,4.2
2423,1.0,4.2
2424,1.0,4.2
2425,1.0,4.2
2426,1.0,4.2
2427,1.0,4.2
2428,1.0,4.2
2429,1.0,4.2
2430,1.0,4.2
2431,1.0,4.2
2432,1.0,4.2
2433,1.0,4.2
2434,1.0,4.2
2435,1.0,4.2
2436,1.0,4.2
2437,1.0,4.2
2438,1.0,4.2
2439,1.0,4.2
2440,1.0,4.2
2441,1.0,4.7
2442,1.0,4.7
2443,1.0,4.7
2444,1.0,4.7
2445,1.0,4.7
2446,1.0,4.7
2447,1.0,4.7
2448,1.0,4.7
2449,1.0,4.7
2450,1.0,4.7
2451,1.0,4.7
2452,1.0,4.7
2453,1.0,4.7
2454,1.0,4.7
2455,1.0,4.7
2456,1.0,4.7
2457,1.0,4.7
2458,1.0,4.7
2459,1.0,4.7
2460,1.0,4.7
2461,1.0,4.7
2462,1.0,4.7
2463,1.0,4.7
2464,1.0,4.7
2465,1.0,4.7
2466,1.0,4.7
2467,1.0,4.7
2468,1.0,4.7
2469,1.0,5.2
2470,1.0,5.2
2471,2.9,5.0
2472,2.9,5.0
2473,2.9,5.5
2474,2.9,4.9
2475,2.9,4.9
2476,2.9,5.4
2477,3.4,4.5
2478,3.4,5.0
2479,3.4,5.0
2480,3.4,4.8
2481,3.4,4.8
2482,3.4,5.3
2483,3.4,4.6
2484,3.4,4.6
2485,3.4,4.6
2486,3.4,5.1
2487,3.4,5.1
2488,3.4,6.1
2489,3.4,6.1
2490,3.4,4.9
2491,3.4,5.9
2492,3.4,4.2
2493,3.4,4.7
2494,3.4,4.6
2495,3.9,4.4
2496,3.9,4.9
2497,3.9,5.4
2498,3.9,4.7
2499,4.3,5.0
2500,4.3,5.0
2501,4.3,5.5
2502,4.3,5.6
2503,4.3,6.1
2504,4.3,5.9
2505,4.3,5.2
2506,4.8,7.0
2507,4.8,6.9
2508,5.3,6.7
2509,3.3,4.9
2510,3.3,4.9
2511,3.8,5.5
2512,3.8,5.5
2513,3.8,3.9
2514,3.8,4.8
2515,3.8,5.3
2516,3.8,5.3
2517,3.8,5.3
2518,3.8,5.3
2519,3.8,4.4
2520,3.8,4.9
2521,3.8,4.9
2522,3.8,6.4
2523,3.8,5.2
2524,3.8,5.2
2525,3.8,5.7
2526,3.8,6.0
2527,4.1,4.5
2528,4.1,4.5
2529,4.1,5.0
2530,4.1,4.8
2531,4.1,5.1
2532,4.1,5.6
2533,4.1,4.9
2534,4.1,4.9
2535,4.1,5.4
2536,4.1,5.9
2537,4.6,4.5
2538,4.6,5.0
2539,5.6,5.4
2540,2.2,4.5
2541,2.2,5.0
2542,2.2,4.3
2543,2.2,4.3
2544,2.2,4.8
2545,2.2,4.6
2546,2.2,4.6
2547,2.2,4.6
2548,2.2,5.1
2549,2.2,5.6
2550,2.2,4.4
2551,2.2,4.9
2552,2.2,4.7
2553,2.2,4.7
2554,2.2,4.7
2555,2.2,5.2
2556,2.7,4.5
2557,2.7,4.5
2558,2.7,4.5
2559,2.7,5.0
2560,2.7,5.0
2561,2.7,5.0
2562,2.7,6.0
2563,2.7,4.8
2564,2.7,4.8
2565,2.7,4.6
2566,2.7,4.4
2567,2.7,4.9
2568,2.7,4.9
2569,2.7,4.9
2570,2.7,4.9
2571,2.7,4.9
2572,2.7,4.7
2573,2.7,5.2
2574,2.7,5.2
2575,2.7,5.7
2576,2.7,5.0
2577,2.7,5.0
2578,5.4,5.5
2579,5.4,5.2
2580,3.1,4.5
2581,3.1,5.0
2582,3.1,5.0
2583,3.1,5.5
2584,3.1,4.3
2585,3.1,4.3
2586,3.1,4.8
2587,3.1,5.3
2588,3.1,4.6
2589,3.1,4.6
2590,3.1,4.6
2591,3.1,4.6
2592,3.1,5.1
2593,3.1,5.6
2594,3.1,4.4
2595,3.1,4.9
2596,3.1,4.9
2597,3.1,4.9
2598,3.1,4.9
2599,3.1,5.4
2600,3.1,5.2
2601,3.1,5.2
2602,3.1,5.0
2603,3.1,5.6
2604,3.1,5.2
2605,3.6,5.5
2606,3.6,5.5
2607,3.6,4.8
2608,3.6,5.1
2609,3.6,4.7
2610,3.6,6.2
2611,4.2,4.6
2612,4.2,5.2
2613,4.5,4.5
2614,6.8,5.3
2615,7.4,5.1
2616,5.2,6.1
2617,6.1,4.9
2618,6.6,4.9
2619,7.4,6.7
2620,7.2,5.6
2621,1.0,4.0
2622,1.0,4.3
2623,1.0,4.1
2624,1.0,4.6
2625,1.0,4.4
2626,1.0,4.2
2627,1.0,4.9
